T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.00508392      1.41522e+08     19264.6         6129.73         1.02815         1.32189         5028.85         11535.8         1.78246e-05     3.71045         
23700      0.0050549       1.42132e+08     19290.4         6075.38         1.02765         1.32261         5045.88         11568.2         1.77269e-05     3.73189         
23800      0.0050263       1.42737e+08     19315.9         6023.24         1.02716         1.32329         5062.72         11600.6         1.76357e-05     3.75375         
23900      0.0049981       1.43337e+08     19341           5973.55         1.02669         1.32392         5079.36         11633.1         1.75506e-05     3.77603         
24000      0.0049703       1.43932e+08     19365.9         5926.56         1.02622         1.32448         5095.79         11665.7         1.74716e-05     3.7987          
24100      0.00494288      1.44522e+08     19390.4         5882.5          1.02576         1.32496         5111.97         11698.4         1.73982e-05     3.82173         
24200      0.00491583      1.45108e+08     19414.7         5841.65         1.02533         1.32536         5127.89         11731.2         1.73303e-05     3.84513         
24300      0.00488914      1.45691e+08     19438.7         5804.26         1.0249          1.32567         5143.51         11764           1.72675e-05     3.86889         
24400      0.0048628       1.46269e+08     19462.5         5770.6          1.02449         1.32586         5158.83         11796.9         1.72095e-05     3.893           
24500      0.0048368       1.46845e+08     19486           5740.93         1.0241          1.32594         5173.81         11829.9         1.71561e-05     3.91746         
24600      0.00481113      1.47418e+08     19509.3         5715.5          1.02373         1.32589         5188.44         11863           1.71071e-05     3.94226         
24700      0.00478577      1.47988e+08     19532.5         5694.58         1.02338         1.3257          5202.7          11896           1.70622e-05     3.96739         
24800      0.00476071      1.48557e+08     19555.5         5678.4          1.02305         1.32537         5216.56         11929.1         1.70213e-05     3.99285         
24900      0.00473594      1.49124e+08     19578.3         5667.21         1.02274         1.32489         5230.01         11962.2         1.6984e-05      4.01861         
25000      0.00471146      1.4969e+08      19601           5661.24         1.02246         1.32424         5243.04         11995.4         1.695e-05       4.04468         
25100      0.00468724      1.50256e+08     19623.6         5660.74         1.0222          1.32344         5255.63         12028.5         1.69192e-05     4.07105         
25200      0.00466328      1.50823e+08     19646.1         5665.91         1.02197         1.32247         5267.78         12061.5         1.68912e-05     4.09771         
25300      0.00463956      1.5139e+08      19668.6         5676.98         1.02177         1.32133         5279.48         12094.4         1.6866e-05      4.12465         
25400      0.00461608      1.51958e+08     19691           5694.15         1.02159         1.32002         5290.73         12127.3         1.68431e-05     4.15187         
25500      0.00459282      1.52529e+08     19713.4         5717.61         1.02144         1.31855         5301.54         12160           1.68224e-05     4.17937         
25600      0.00456977      1.53102e+08     19735.8         5747.57         1.02133         1.31692         5311.91         12192.5         1.68036e-05     4.20711         
25700      0.00454692      1.53679e+08     19758.3         5784.19         1.02124         1.31514         5321.86         12224.8         1.67864e-05     4.2351          
25800      0.00452426      1.54259e+08     19780.9         5827.66         1.02119         1.31321         5331.39         12257           1.67706e-05     4.26332         
25900      0.00450177      1.54844e+08     19803.5         5878.13         1.02117         1.31114         5340.53         12288.9         1.67561e-05     4.29177         
26000      0.00447946      1.55435e+08     19826.3         5935.78         1.02118         1.30895         5349.31         12320.4         1.67425e-05     4.32043         
26100      0.00445729      1.56032e+08     19849.2         6000.75         1.02123         1.30664         5357.74         12351.7         1.67296e-05     4.34933         
26200      0.00443527      1.56635e+08     19872.3         6073.18         1.02131         1.30423         5365.85         12382.6         1.67173e-05     4.37845         
26300      0.00441339      1.57247e+08     19895.5         6153.21         1.02143         1.30174         5373.68         12413.1         1.67052e-05     4.40781         
26400      0.00439163      1.57866e+08     19919.1         6240.96         1.02159         1.29918         5381.26         12443.2         1.66932e-05     4.43738         
26500      0.00436998      1.58495e+08     19942.8         6336.57         1.02178         1.29656         5388.62         12472.9         1.66809e-05     4.46714         
26600      0.00434843      1.59134e+08     19966.9         6440.13         1.02201         1.2939          5395.8          12502.1         1.66681e-05     4.49706         
26700      0.00432698      1.59783e+08     19991.3         6551.76         1.02228         1.29122         5402.84         12530.8         1.66546e-05     4.52715         
26800      0.00430561      1.60444e+08     20016           6671.56         1.02259         1.28852         5409.76         12559           1.66403e-05     4.5574          
26900      0.00428432      1.61118e+08     20041.1         6799.6          1.02294         1.28584         5416.61         12586.5         1.66248e-05     4.5878          
27000      0.00426309      1.61805e+08     20066.5         6935.98         1.02333         1.28317         5423.42         12613.4         1.66081e-05     4.61834         
27100      0.00424191      1.62505e+08     20092.4         7080.76         1.02375         1.28054         5430.22         12639.7         1.65898e-05     4.64903         
27200      0.00422078      1.63221e+08     20118.8         7234            1.02422         1.27796         5437.06         12665.2         1.65697e-05     4.67986         
27300      0.0041997       1.63953e+08     20145.6         7395.76         1.02473         1.27543         5443.95         12690.1         1.65477e-05     4.71082         
27400      0.00417864      1.64701e+08     20173           7566.08         1.02528         1.27297         5450.93         12714.2         1.65236e-05     4.7419          
27500      0.0041576       1.65466e+08     20200.9         7744.99         1.02588         1.2706          5458.03         12737.6         1.64887e-05     4.77209         
27600      0.00413658      1.6625e+08      20229.3         7932.5          1.02651         1.26831         5465.27         12760.1         1.64601e-05     4.80341         
27700      0.00411556      1.67053e+08     20258.4         8128.63         1.02718         1.26613         5472.68         12781.8         1.64289e-05     4.83483         
27800      0.00409454      1.67876e+08     20288           8333.36         1.0279          1.26404         5480.28         12802.7         1.63947e-05     4.86636         
27900      0.00407352      1.6872e+08      20318.3         8546.67         1.02865         1.26207         5488.1          12822.7         1.63576e-05     4.89801         
28000      0.00405248      1.69585e+08     20349.3         8768.53         1.02945         1.26021         5496.15         12841.9         1.63174e-05     4.92978         
28100      0.00403142      1.70474e+08     20381           8998.87         1.03029         1.25847         5504.44         12860.1         1.62738e-05     4.96163         
28200      0.00401034      1.71385e+08     20413.4         9237.63         1.03117         1.25686         5513            12877.4         1.62268e-05     4.99353         
28300      0.00398922      1.72322e+08     20446.5         9484.72         1.03209         1.25537         5521.84         12893.8         1.61761e-05     5.02544         
28400      0.00396806      1.73283e+08     20480.4         9740.01         1.03304         1.25401         5530.97         12909.2         1.61218e-05     5.05737         
28500      0.00394687      1.7427e+08      20515.1         10003.4         1.03404         1.25277         5540.4          12923.6         1.60636e-05     5.08933         
28600      0.00392562      1.75284e+08     20550.6         10274.7         1.03508         1.25167         5550.14         12937.1         1.60015e-05     5.12134         
28700      0.00390433      1.76325e+08     20587           10553.7         1.03615         1.25069         5560.2          12949.7         1.59356e-05     5.15341         
28800      0.00388298      1.77395e+08     20624.2         10840.3         1.03726         1.24984         5570.6          12961.3         1.58656e-05     5.18552         
28900      0.00386158      1.78493e+08     20662.2         11134.3         1.0384          1.24912         5581.32         12971.9         1.57916e-05     5.21766         
29000      0.00384011      1.79622e+08     20701.2         11435.2         1.03958         1.24852         5592.39         12981.5         1.57136e-05     5.2498          
29100      0.00381859      1.80781e+08     20741.1         11743           1.04079         1.24805         5603.8          12990.2         1.56314e-05     5.28194         
29200      0.00379699      1.81971e+08     20781.9         12057.2         1.04204         1.2477          5615.56         12997.8         1.55452e-05     5.31408         
29300      0.00377534      1.83192e+08     20823.7         12377.6         1.04331         1.24746         5627.67         13004.5         1.54548e-05     5.34622         
29400      0.00375361      1.84446e+08     20866.4         12703.7         1.04461         1.24734         5640.14         13010.2         1.53603e-05     5.37835         
29500      0.00373182      1.85733e+08     20910.1         13035.1         1.04594         1.24733         5652.96         13015           1.52618e-05     5.41049         
29600      0.00370997      1.87053e+08     20954.8         13371.5         1.0473          1.24742         5666.14         13019           1.51593e-05     5.44262         
29700      0.00368804      1.88408e+08     21000.5         13712.4         1.04867         1.24762         5679.67         13022.1         1.50529e-05     5.47474         
29800      0.00366606      1.89796e+08     21047.1         14057.3         1.05007         1.24792         5693.56         13024.3         1.49426e-05     5.50685         
29900      0.003644        1.91219e+08     21094.8         14405.6         1.05149         1.24831         5707.81         13025.7         1.48285e-05     5.53893         
30000      0.00362189      1.92677e+08     21143.5         14756.8         1.05292         1.24879         5722.41         13026.3         1.47108e-05     5.57099         
