T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
4900       0.0519637       9.90594e+06     10781.5         1389.65         1.00305         1.44699         1666.18         10.4734         0.000172943     0.359603        
5000       0.0508738       1.00474e+07     10810           1440.99         1.00311         1.43011         1674.03         14.0674         0.000175523     0.380081        
5100       0.0498225       1.01945e+07     10839.2         1502.16         1.00328         1.41269         1681.12         18.6226         0.00017809      0.403181        
5200       0.0488062       1.03481e+07     10869           1572.23         1.00355         1.39545         1687.91         24.3225         0.000180645     0.42872         
5300       0.0478219       1.05092e+07     10899.7         1649.92         1.00391         1.37897         1694.8          31.3709         0.000183188     0.456378        
5400       0.046867        1.06783e+07     10931.3         1733.54         1.00435         1.36374         1702.12         39.9914         0.000185719     0.485665        
5500       0.0459395       1.0856e+07      10963.9         1820.88         1.00485         1.35008         1710.15         50.4251         0.000188236     0.515902        
5600       0.0450375       1.10425e+07     10997.5         1909.14         1.00541         1.33823         1719.13         62.9274         0.000190741     0.54622         
5700       0.0441599       1.12377e+07     11032           1994.95         1.00599         1.32834         1729.2          77.7672         0.000193233     0.575568        
5800       0.0433059       1.14413e+07     11067.4         2074.46         1.00657         1.32049         1740.5          95.2166         0.000195713     0.602766        
5900       0.042475        1.16523e+07     11103.5         2143.52         1.00711         1.31472         1753.11         115.55          0.00019818      0.626601        
6000       0.0416674       1.18695e+07     11140           2198            1.0076          1.31102         1767.11         139.03          0.000200635     0.645924        
6100       0.0408834       1.20913e+07     11176.7         2234.25         1.00798         1.3094          1782.53         165.905         0.000203079     0.65982         
6200       0.0401234       1.23157e+07     11213.1         2249.55         1.00824         1.30985         1799.41         196.394         0.000205511     0.66773         
6300       0.0393883       1.25405e+07     11249.1         2242.64         1.00835         1.31234         1817.75         230.682         0.000207933     0.669592        
6400       0.0386786       1.27635e+07     11284.2         2214.06         1.00831         1.31684         1837.53         268.911         0.000210343     0.665883        
6500       0.0379946       1.29826e+07     11318.2         2166.31         1.00811         1.32326         1858.69         311.169         0.000212744     0.657596        
6600       0.0373366       1.31962e+07     11350.8         2103.56         1.00779         1.33146         1881.11         357.495         0.000215135     0.646114        
6700       0.0367042       1.3403e+07      11381.9         2031.18         1.00736         1.34118         1904.56         407.875         0.000217515     0.633011        
6800       0.0360967       1.36023e+07     11411.5         1954.91         1.00688         1.35202         1928.73         462.239         0.000219883     0.619844        
6900       0.035513        1.3794e+07      11439.4         1880.17         1.00637         1.36346         1953.21         520.481         0.00022224      0.607973        
7000       0.0349518       1.39786e+07     11466           1811.4          1.00588         1.37484         1977.51         582.446         0.000224583     0.598432        
7100       0.0344116       1.41566e+07     11491.3         1751.82         1.00544         1.3855          2001.12         647.943         0.000226909     0.591893        
7200       0.0338906       1.43293e+07     11515.4         1703.33         1.00506         1.39481         2023.59         716.763         0.000229211     0.589288        
7300       0.0333874       1.44977e+07     11538.6         1666.74         1.00476         1.40228         2044.53         788.667         0.000231498     0.589654        
7400       0.0329003       1.4663e+07      11561.1         1641.99         1.00455         1.4076          2063.74         863.404         0.000233762     0.593361        
7500       0.032428        1.48265e+07     11583.1         1628.46         1.00442         1.41069         2081.12         940.718         0.000236002     0.600189        
7600       0.0319693       1.49891e+07     11604.6         1625.26         1.00437         1.41163         2096.75         1020.34         0.000238213     0.60986         
7700       0.0315229       1.51518e+07     11625.9         1631.38         1.00441         1.41063         2110.76         1102.01         0.000240393     0.622083        
7800       0.031088        1.53156e+07     11647           1645.78         1.00451         1.40799         2123.37         1185.47         0.000242545     0.636555        
7900       0.0306635       1.54812e+07     11668.1         1667.53         1.00469         1.40403         2134.82         1270.47         0.000244655     0.65306         
8000       0.0302488       1.56494e+07     11689.3         1695.78         1.00492         1.39905         2145.34         1356.77         0.000246724     0.671338        
8100       0.0298432       1.58206e+07     11710.5         1729.79         1.00522         1.39335         2155.15         1444.14         0.000248753     0.691188        
8200       0.029446        1.59955e+07     11732           1768.93         1.00557         1.38718         2164.45         1532.38         0.000250736     0.712426        
8300       0.0290567       1.61745e+07     11753.7         1812.65         1.00597         1.38073         2173.4          1621.3          0.00025266      0.735099        
8400       0.0286748       1.63581e+07     11775.7         1860.48         1.00642         1.37419         2182.14         1710.7          0.000254543     0.758697        
8500       0.0282999       1.65467e+07     11798           1912            1.00691         1.36767         2190.8          1800.44         0.000256378     0.783214        
8600       0.0279317       1.67407e+07     11820.7         1966.84         1.00745         1.36129         2199.46         1890.36         0.000258152     0.808615        
8700       0.0275697       1.69402e+07     11843.8         2024.63         1.00802         1.35512         2208.2          1980.32         0.00025987      0.834745        
8800       0.0272137       1.71457e+07     11867.2         2085.06         1.00864         1.34923         2217.07         2070.22         0.000261529     0.861495        
8900       0.0268635       1.73573e+07     11891.1         2147.81         1.00929         1.34364         2226.14         2159.93         0.00026313      0.888756        
9000       0.0265187       1.75753e+07     11915.5         2212.54         1.00997         1.33838         2235.43         2249.37         0.000264677     0.916353        
9100       0.0261791       1.77999e+07     11940.3         2278.96         1.01068         1.33348         2244.96         2338.45         0.000266156     0.944322        
9200       0.0258446       1.80311e+07     11965.6         2346.71         1.01141         1.32893         2254.77         2427.08         0.000267577     0.972486        
9300       0.025515        1.82692e+07     11991.3         2415.49         1.01217         1.32475         2264.87         2515.21         0.000268944     1.00068         
9400       0.0251902       1.85143e+07     12017.5         2484.94         1.01294         1.32092         2275.25         2602.76         0.000270246     1.02892         
9500       0.02487         1.87662e+07     12044.2         2554.73         1.01373         1.31744         2285.94         2689.69         0.000271492     1.05702         
9600       0.0245544       1.90252e+07     12071.3         2624.52         1.01453         1.31428         2296.93         2775.95         0.000272681     1.08491         
9700       0.0242433       1.92911e+07     12098.9         2693.95         1.01533         1.31144         2308.21         2861.48         0.000273817     1.11246         
9800       0.0239366       1.9564e+07      12126.9         2762.71         1.01613         1.3089          2319.78         2946.27         0.000274902     1.13959         
9900       0.0236343       1.98436e+07     12155.2         2830.49         1.01693         1.30663         2331.63         3030.26         0.000275938     1.16621         
10000      0.0233364       2.013e+07       12184           2896.98         1.01771         1.30461         2343.75         3113.45         0.000276926     1.19224         
10100      0.0230428       2.0423e+07      12213.2         2961.95         1.01849         1.30282         2356.12         3195.79         0.000277869     1.2176          
10200      0.0227535       2.07224e+07     12242.7         3025.18         1.01924         1.30123         2368.73         3277.28         0.000278771     1.24224         
10300      0.0224685       2.1028e+07      12272.5         3086.52         1.01996         1.29981         2381.56         3357.88         0.000279632     1.2661          
10400      0.0221879       2.13396e+07     12302.6         3145.89         1.02066         1.29854         2394.58         3437.59         0.000280455     1.28915         
10500      0.0219116       2.16571e+07     12333           3203.29         1.02132         1.29738         2407.77         3516.41         0.000281242     1.31137         
10600      0.0216397       2.19802e+07     12363.6         3258.78         1.02196         1.29631         2421.1          3594.35         0.000281992     1.33277         
10700      0.0213721       2.23088e+07     12394.5         3312.54         1.02255         1.2953          2434.55         3671.4          0.000282707     1.35335         
10800      0.0211088       2.26426e+07     12425.5         3364.84         1.02311         1.29432         2448.09         3747.59         0.000283387     1.37315         
10900      0.0208499       2.29817e+07     12456.8         3416.05         1.02364         1.29334         2461.68         3822.93         0.00028403      1.39222         
11000      0.0205952       2.33258e+07     12488.2         3466.64         1.02413         1.29232         2475.29         3897.45         0.000284636     1.41061         
11100      0.0203448       2.3675e+07      12519.8         3517.18         1.02459         1.29126         2488.89         3971.18         0.000285205     1.42823         
11200      0.0200985       2.40293e+07     12551.6         3568.32         1.02502         1.29011         2502.44         4044.16         0.000285725     1.44555         
11300      0.0198564       2.43887e+07     12583.5         3620.78         1.02544         1.28887         2515.93         4116.44         0.000286196     1.46245         
11400      0.0196183       2.47535e+07     12615.7         3675.34         1.02584         1.28751         2529.33         4188.06         0.000286614     1.47906         
11500      0.0193841       2.51239e+07     12648           3732.83         1.02623         1.28602         2542.61         4259.1          0.000286971     1.49547         
11600      0.0191537       2.55002e+07     12680.6         3794.07         1.02662         1.2844          2555.75         4329.61         0.000287264     1.51181         
11700      0.0189269       2.58829e+07     12713.4         3859.92         1.02703         1.28264         2568.75         4399.66         0.00028748      1.5282          
11800      0.0187036       2.62724e+07     12746.6         3931.16         1.02745         1.28076         2581.61         4469.32         0.000287614     1.54474         
11900      0.0184837       2.66693e+07     12780.1         4008.59         1.02789         1.27876         2594.33         4538.68         0.000287654     1.56154         
12000      0.0182669       2.70743e+07     12814           4092.91         1.02837         1.27665         2606.92         4607.79         0.000287592     1.5787          
12100      0.0180531       2.74882e+07     12848.3         4184.94         1.0289          1.27446         2619.39         4676.75         0.000287418     1.5964          
12200      0.0178422       2.79116e+07     12883.2         4285.07         1.02947         1.27221         2631.78         4745.62         0.000287117     1.61464         
12300      0.0176338       2.83455e+07     12918.6         4393.8          1.0301          1.26994         2644.11         4814.47         0.00028668      1.6335          
12400      0.0174279       2.87906e+07     12954.6         4511.54         1.03078         1.26767         2656.42         4883.38         0.000286097     1.65305         
12500      0.0172243       2.92481e+07     12991.4         4638.63         1.03154         1.26544         2668.75         4952.41         0.000285353     1.67333         
12600      0.0170227       2.97187e+07     13028.9         4775.35         1.03236         1.26327         2681.13         5021.61         0.000284439     1.69441         
12700      0.0168231       3.02035e+07     13067.2         4921.9          1.03326         1.26119         2693.6          5091.06         0.000283341     1.71631         
12800      0.0166253       3.07034e+07     13106.4         5078.46         1.03423         1.25922         2706.19         5160.79         0.000282051     1.73908         
12900      0.016429        3.12195e+07     13146.6         5245.16         1.03528         1.25738         2718.93         5230.85         0.000280541     1.76281         
13000      0.0162343       3.17528e+07     13187.7         5422.08         1.0364          1.25569         2731.88         5301.28         0.000278832     1.78738         
13100      0.0160409       3.23043e+07     13230           5609.28         1.03761         1.25418         2745.04         5372.11         0.000276899     1.81287         
13200      0.0158487       3.2875e+07      13273.4         5806.81         1.0389          1.25284         2758.45         5443.37         0.000274735     1.8393          
13300      0.0156576       3.3466e+07      13318           6014.69         1.04027         1.2517          2772.13         5515.09         0.000272335     1.86667         
13400      0.0154675       3.40783e+07     13363.9         6232.91         1.04172         1.25075         2786.12         5587.28         0.000269694     1.895           
13500      0.0152784       3.47129e+07     13411           6461.42         1.04325         1.25001         2800.43         5659.95         0.000266807     1.92429         
13600      0.0150901       3.53709e+07     13459.6         6700.16         1.04486         1.24948         2815.08         5733.11         0.000263674     1.95454         
13700      0.0149025       3.60533e+07     13509.6         6949.01         1.04655         1.24916         2830.09         5806.77         0.000260294     1.98578         
13800      0.0147156       3.6761e+07      13561.1         7207.83         1.04831         1.24905         2845.48         5880.92         0.000256672     2.01799         
13900      0.0145294       3.74952e+07     13614.1         7476.41         1.05016         1.24916         2861.26         5955.56         0.000252809     2.05118         
14000      0.0143438       3.82566e+07     13668.7         7754.47         1.05208         1.24948         2877.45         6030.69         0.000248713     2.08535         
14100      0.0141588       3.90464e+07     13724.9         8041.68         1.05407         1.25001         2894.06         6106.28         0.000244394     2.12051         
14200      0.0139744       3.98652e+07     13782.7         8337.63         1.05613         1.25074         2911.11         6182.32         0.00023986      2.15665         
14300      0.0137904       4.07142e+07     13842.3         8641.83         1.05826         1.25167         2928.6          6258.8          0.000235124     2.19376         
14400      0.0136071       4.15939e+07     13903.6         8953.71         1.06045         1.25279         2946.54         6335.68         0.000230201     2.23181         
14500      0.0134243       4.25051e+07     13966.7         9272.62         1.06269         1.25409         2964.94         6412.95         0.000225106     2.27081         
14600      0.0132421       4.34486e+07     14031.5         9597.81         1.06499         1.25557         2983.81         6490.58         0.000219855     2.31072         
14700      0.0130605       4.44249e+07     14098.2         9928.44         1.06732         1.25721         3003.15         6568.54         0.000214469     2.3515          
14800      0.0128796       4.54344e+07     14166.6         10263.6         1.06969         1.25901         3022.97         6646.78         0.000208964     2.39311         
14900      0.0126994       4.64777e+07     14236.9         10602.2         1.07209         1.26094         3043.27         6725.27         0.000203361     2.4355          
15000      0.01252         4.7555e+07      14308.9         10943.2         1.07451         1.263           3064.04         6803.99         0.000197681     2.47861         
15100      0.0123414       4.86664e+07     14382.8         11285.4         1.07693         1.26517         3085.3          6882.88         0.000191942     2.52235         
15200      0.0121638       4.9812e+07      14458.4         11627.4         1.07935         1.26743         3107.03         6961.91         0.000186166     2.56663         
15300      0.0119873       5.09918e+07     14535.7         11968           1.08176         1.26977         3129.22         7041.03         0.000180371     2.61137         
15400      0.0118119       5.22055e+07     14614.8         12305.5         1.08414         1.27218         3151.89         7120.19         0.000174577     2.65645         
15500      0.0116378       5.34528e+07     14695.5         12638.6         1.08649         1.27463         3175.01         7199.36         0.000168802     2.70174         
15600      0.0114651       5.4733e+07      14777.9         12965.5         1.08878         1.27711         3198.58         7278.49         0.000163063     2.74711         
15700      0.0112938       5.60456e+07     14861.7         13284.7         1.09101         1.2796          3222.58         7357.53         0.000157377     2.79242         
15800      0.0111242       5.73897e+07     14947.1         13594.4         1.09316         1.28209         3247.01         7436.44         0.000151759     2.83752         
15900      0.0109563       5.87641e+07     15033.8         13892.8         1.09522         1.28455         3271.84         7515.18         0.000146223     2.88224         
16000      0.0107903       6.01678e+07     15121.8         14178.3         1.09718         1.28696         3297.07         7593.7          0.000140781     2.92642         
16100      0.0106263       6.15993e+07     15211           14449.1         1.09902         1.28932         3322.67         7671.95         0.000135445     2.96988         
16200      0.0104644       6.30571e+07     15301.2         14703.4         1.10073         1.2916          3348.63         7749.89         0.000130225     3.01245         
16300      0.0103048       6.45394e+07     15392.5         14939.6         1.1023          1.2938          3374.92         7827.49         0.000125134     3.05401         
16400      0.0101475       6.60443e+07     15484.5         15156           1.10372         1.29588         3401.52         7904.69         0.000120172     3.09426         
16500      0.00999281      6.75699e+07     15577.2         15351.2         1.10498         1.29785         3428.41         7981.47         0.000115348     3.1331          
16600      0.00984071      6.91138e+07     15670.5         15523.6         1.10606         1.29969         3455.56         8057.78         0.000110668     3.17036         
16700      0.00969133      7.06738e+07     15764.2         15671.9         1.10696         1.30139         3482.94         8133.59         0.000106136     3.20589         
16800      0.00954478      7.22474e+07     15858.2         15795.2         1.10767         1.30293         3510.53         8208.86         0.000101755     3.23953         
16900      0.00940115      7.3832e+07      15952.2         15892.4         1.10819         1.30432         3538.29         8283.57         9.75278e-05     3.27116         
17000      0.00926053      7.54249e+07     16046.2         15962.7         1.10851         1.30554         3566.21         8357.67         9.34549e-05     3.30066         
17100      0.009123        7.70236e+07     16140           16005.7         1.10864         1.3066          3594.25         8431.15         8.95369e-05     3.32792         
17200      0.00898861      7.86252e+07     16233.3         16021.1         1.10856         1.30749         3622.39         8503.98         8.57737e-05     3.35288         
17300      0.00885741      8.02269e+07     16326.2         16008.7         1.10828         1.30822         3650.58         8576.12         8.21638e-05     3.37546         
17400      0.00872946      8.1826e+07      16418.4         15968.9         1.1078          1.30878         3678.82         8647.57         7.87059e-05     3.39564         
17500      0.00860479      8.34198e+07     16509.7         15902.1         1.10713         1.30918         3707.06         8718.28         7.53978e-05     3.41339         
17600      0.0084834       8.50055e+07     16600.1         15809           1.10628         1.30943         3735.28         8788.25         7.22369e-05     3.42873         
17700      0.00836532      8.65807e+07     16689.3         15690.5         1.10524         1.30953         3763.47         8857.46         6.92202e-05     3.44168         
17800      0.00825053      8.81428e+07     16777.3         15547.8         1.10404         1.3095          3791.58         8925.89         6.63442e-05     3.4523          
17900      0.00813903      8.96895e+07     16864           15382.3         1.10267         1.30935         3819.6          8993.51         6.36054e-05     3.46066         
18000      0.00803079      9.12186e+07     16949.1         15195.6         1.10116         1.30909         3847.51         9060.33         6.09997e-05     3.46686         
18100      0.00792578      9.2728e+07      17032.8         14989.4         1.09951         1.30873         3875.29         9126.33         5.85201e-05     3.47113         
18200      0.00782395      9.42159e+07     17114.7         14765.6         1.09774         1.30829         3902.92         9191.49         5.61682e-05     3.47337         
18300      0.00772525      9.56806e+07     17195           14526.1         1.09586         1.30779         3930.39         9255.81         5.39368e-05     3.47383         
18400      0.00762962      9.71206e+07     17273.5         14272.9         1.09388         1.30723         3957.67         9319.27         5.18213e-05     3.47266         
18500      0.007537        9.85348e+07     17350.1         14008.3         1.09183         1.30664         3984.76         9381.87         4.98173e-05     3.47004         
18600      0.00744731      9.9922e+07      17424.9         13734.2         1.0897          1.30603         4011.65         9443.61         4.79203e-05     3.46613         
18700      0.00736048      1.01281e+08     17497.8         13452.8         1.08753         1.30541         4038.31         9504.48         4.61258e-05     3.46111         
18800      0.00727641      1.02612e+08     17568.8         13166           1.08532         1.3048          4064.76         9564.47         4.44292e-05     3.45515         
18900      0.00719504      1.03914e+08     17637.9         12876           1.08308         1.30421         4090.97         9623.6          4.28261e-05     3.44844         
19000      0.00711625      1.05187e+08     17705           12584.4         1.08083         1.30365         4116.95         9681.82         4.13122e-05     3.44114         
19100      0.00703997      1.06431e+08     17770.3         12293.2         1.07859         1.30313         4142.68         9739.15         3.98831e-05     3.43341         
19200      0.00696609      1.07646e+08     17833.8         12004           1.07635         1.30266         4168.16         9795.56         3.85346e-05     3.42543         
19300      0.00689454      1.08832e+08     17895.4         11718.2         1.07413         1.30225         4193.39         9851.08         3.72627e-05     3.41734         
19400      0.0068252       1.0999e+08      17955.2         11437.3         1.07195         1.3019          4218.36         9905.7          3.60613e-05     3.40942         
19500      0.00675799      1.1112e+08      18013.3         11162.4         1.0698          1.30162         4243.07         9959.45         3.49306e-05     3.40157         
19600      0.00669281      1.12223e+08     18069.7         10894.6         1.06771         1.3014          4267.52         10012.3         3.3865e-05      3.39401         
19700      0.00662957      1.13299e+08     18124.5         10634.9         1.06566         1.30126         4291.7          10064.2         3.28609e-05     3.38687         
19800      0.00656819      1.1435e+08      18177.7         10383.9         1.06368         1.30118         4315.6          10115.3         3.19149e-05     3.38022         
19900      0.00650857      1.15376e+08     18229.4         10142.2         1.06175         1.30118         4339.24         10165.5         3.10236e-05     3.37417         
20000      0.00645063      1.16379e+08     18279.7         9910.44         1.0599          1.30123         4362.59         10214.7         3.01839e-05     3.36879         
20100      0.00639428      1.17359e+08     18328.5         9688.77         1.05811         1.30136         4385.67         10263.1         2.93927e-05     3.36415         
20200      0.00633946      1.18317e+08     18376.1         9477.44         1.0564          1.30154         4408.47         10310.5         2.86473e-05     3.36029         
20300      0.00628608      1.19254e+08     18422.4         9276.54         1.05476         1.30177         4430.99         10357.1         2.7945e-05      3.35728         
20400      0.00623407      1.20173e+08     18467.5         9086.02         1.05319         1.30205         4453.23         10402.9         2.72832e-05     3.35514         
20500      0.00618337      1.21072e+08     18511.5         8905.76         1.05169         1.30238         4475.19         10447.7         2.66594e-05     3.3539          
20600      0.0061339       1.21954e+08     18554.4         8735.54         1.05027         1.30274         4496.88         10491.8         2.60713e-05     3.35359         
20700      0.0060856       1.22819e+08     18596.3         8575.05         1.04892         1.30314         4518.28         10535.1         2.55167e-05     3.35421         
20800      0.00603842      1.23669e+08     18637.3         8423.94         1.04763         1.30357         4539.42         10577.5         2.49936e-05     3.35577         
20900      0.0059923       1.24505e+08     18677.3         8281.78         1.04642         1.30402         4560.3          10619.1         2.45e-05        3.35826         
21000      0.00594719      1.25326e+08     18716.6         8148.11         1.04526         1.3045          4580.92         10659.9         2.40341e-05     3.36168         
21100      0.00590303      1.26134e+08     18755           8022.43         1.04417         1.30499         4601.3          10700           2.35942e-05     3.36603         
21200      0.0058598       1.26931e+08     18792.6         7904.22         1.04314         1.3055          4621.44         10739.5         2.31789e-05     3.37131         
21300      0.00581743      1.27716e+08     18829.5         7792.93         1.04216         1.30603         4641.35         10778.2         2.27865e-05     3.37749         
21400      0.0057759       1.2849e+08      18865.8         7688.02         1.04123         1.30657         4661.04         10816.3         2.24157e-05     3.38454         
21500      0.00573517      1.29253e+08     18901.4         7588.94         1.04035         1.30712         4680.54         10853.7         2.20652e-05     3.39243         
21600      0.00569521      1.30007e+08     18936.4         7495.15         1.03951         1.30769         4699.84         10890.5         2.17338e-05     3.40116         
21700      0.00565597      1.30753e+08     18970.8         7406.14         1.03871         1.30827         4718.97         10926.8         2.14204e-05     3.41071         
21800      0.00561744      1.31489e+08     19004.7         7321.42         1.03795         1.30886         4737.93         10962.6         2.1124e-05      3.42107         
21900      0.00557959      1.32217e+08     19038           7240.51         1.03723         1.30947         4756.73         10997.9         2.0841e-05      3.43225         
22000      0.0055424       1.32937e+08     19070.8         7162.98         1.03653         1.31008         4775.4          11032.8         2.05755e-05     3.44413         
22100      0.00550583      1.3365e+08      19103.1         7088.44         1.03586         1.31072         4793.93         11067.2         2.03242e-05     3.45672         
22200      0.00546987      1.34355e+08     19135           7016.53         1.03522         1.31136         4812.34         11101.3         2.00864e-05     3.47001         
22300      0.00543451      1.35053e+08     19166.3         6946.95         1.0346          1.31202         4830.63         11135           1.98615e-05     3.48398         
22400      0.00539972      1.35744e+08     19197.3         6879.42         1.03399         1.31268         4848.82         11168.5         1.96488e-05     3.4986          
22500      0.00536549      1.36429e+08     19227.8         6813.74         1.03341         1.31336         4866.9          11201.7         1.94476e-05     3.51386         
22600      0.00533179      1.37107e+08     19257.8         6749.72         1.03284         1.31405         4884.88         11234.7         1.92574e-05     3.52973         
22700      0.00529863      1.37779e+08     19287.5         6687.24         1.03228         1.31474         4902.76         11267.5         1.90776e-05     3.5462          
22800      0.00526597      1.38445e+08     19316.8         6626.22         1.03173         1.31544         4920.54         11300.1         1.89078e-05     3.56324         
22900      0.00523381      1.39104e+08     19345.6         6566.62         1.0312          1.31614         4938.22         11332.6         1.87476e-05     3.58081         
23000      0.00520214      1.39758e+08     19374.1         6508.45         1.03068         1.31683         4955.79         11365           1.85964e-05     3.5989          
23100      0.00517095      1.40406e+08     19402.2         6451.74         1.03017         1.31752         4973.24         11397.3         1.84539e-05     3.61751         
23200      0.00514021      1.41048e+08     19430           6396.57         1.02967         1.31819         4990.58         11429.6         1.83197e-05     3.63664         
23300      0.00510993      1.41685e+08     19457.4         6343.06         1.02917         1.31884         5007.78         11461.9         1.81934e-05     3.65626         
23400      0.00508008      1.42317e+08     19484.4         6291.33         1.02869         1.31947         5024.83         11494.1         1.80746e-05     3.67635         
23500      0.00505067      1.42944e+08     19511.1         6241.57         1.02822         1.32006         5041.73         11526.3         1.79631e-05     3.69687         
