T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
2300       0.167566        1.32722e+06     8138.27         7679.84         1.09673         1.25507         826.403         1e-06           9.8899e-05      0.934327        
2400       0.152066        1.98063e+06     8416.68         5586.54         1.06542         1.23574         873.347         2.78901e-06     0.000101526     0.700595        
2500       0.140649        2.49769e+06     8627.83         5024.94         1.05203         1.22442         909.67          7.44055e-06     0.000104229     0.663681        
2600       0.130652        3.03139e+06     8837.05         5816.18         1.05663         1.22317         941.289         1.76405e-05     0.000106987     0.792367        
2700       0.120898        3.67404e+06     9079.45         6977.66         1.06926         1.23512         977.468         3.96248e-05     0.000109795     0.955569        
2800       0.111649        4.39285e+06     9340.84         7166.89         1.07353         1.24662         1019.85         9.327e-05       0.000112653     0.981421        
2900       0.103714        5.06738e+06     9577.64         6196.26         1.06469         1.25117         1064.46         0.000235979     0.000115521     0.8605          
3000       0.0973226       5.62316e+06     9766.18         4939.53         1.05145         1.25645         1108.08         0.000592987     0.000118354     0.708834        
3100       0.0921595       6.06536e+06     9911.27         3966.36         1.04054         1.26688         1149.39         0.00140895      0.000121126     0.514239        
3200       0.087841        6.42779e+06     10026.4         3329.11         1.03309         1.28057         1187.91         0.00313395      0.000123842     0.455917        
3300       0.0841032       6.73835e+06     10122           2907.79         1.02802         1.29529         1223.99         0.00654556      0.00012651      0.416701        
3400       0.0807942       7.01296e+06     10204           2596.81         1.02419         1.31066         1258.54         0.0129114       0.000129142     0.386936        
3500       0.077827        7.25946e+06     10275.5         2339.54         1.0209          1.32718         1292.44         0.0242111       0.00013175      0.362105        
3600       0.0751465       7.48193e+06     10338.1         2114.75         1.01787         1.3452          1326.15         0.0434658       0.000134342     0.340763        
3700       0.0727111       7.68338e+06     10393.4         1919.05         1.01506         1.36445         1359.67         0.0752497       0.000136928     0.322778        
3800       0.0704856       7.86679e+06     10442.3         1754.57         1.01252         1.38395         1392.54         0.126473        0.00013951      0.308688        
3900       0.0684391       8.03538e+06     10486.1         1622.82         1.01031         1.40223         1424.07         0.207466        0.000142091     0.298812        
4000       0.066545        8.19242e+06     10525.8         1523.09         1.00846         1.41765         1453.44         0.333321        0.000144665     0.293189        
4100       0.0647806       8.34099e+06     10562.5         1452.86         1.00696         1.42878         1479.97         0.525366        0.00014724      0.291521        
4200       0.063127        8.48387e+06     10597           1408.89         1.00578         1.43471         1503.22         0.812619        0.000149806     0.293917        
4300       0.0615687       8.62354e+06     10629.8         1388.09         1.00488         1.43514         1523.03         1.23315         0.000152367     0.299914        
4400       0.0600929       8.76217e+06     10661.7         1387.96         1.00423         1.43029         1539.51         1.83525         0.000154916     0.30975         
4500       0.0586893       8.90176e+06     10693.1         1406.74         1.0038          1.42081         1552.98         2.67859         0.000157456     0.323331        
4600       0.0573489       9.04412e+06     10724.4         1443.38         1.00356         1.40757         1563.87         3.83527         0.000159985     0.341309        
4700       0.0560642       9.19101e+06     10755.9         1497.45         1.00349         1.39157         1572.73         5.39102         0.000162504     0.363103        
4800       0.0548286       9.34419e+06     10788.2         1568.95         1.00359         1.37381         1580.09         7.44632         0.000165007     0.389475        
4900       0.0536365       9.5054e+06      10821.4         1658.2          1.00386         1.35522         1586.5          10.1179         0.000167502     0.420641        
5000       0.0524826       9.67643e+06     10856           1765.59         1.00428         1.33662         1592.46         13.5394         0.000169985     0.456989        
5100       0.0513625       9.85913e+06     10892.2         1891.53         1.00486         1.31867         1598.43         17.8632         0.000172454     0.498793        
5200       0.0502719       1.00554e+07     10930.3         2036.22         1.00561         1.30188         1604.75         23.2607         0.000174911     0.546227        
5300       0.0492072       1.0267e+07      10970.6         2199.56         1.00652         1.28659         1611.74         29.9227         0.000177355     0.599322        
5400       0.0481651       1.04959e+07     11013.3         2380.93         1.00761         1.27302         1619.59         38.0599         0.000179785     0.657896        
5500       0.0471427       1.07437e+07     11058.8         2579.04         1.00886         1.26127         1628.47         47.9026         0.0001822       0.721512        
5600       0.0461378       1.10122e+07     11107.2         2791.74         1.01027         1.25135         1638.48         59.6982         0.000184602     0.789418        
5700       0.0451487       1.13025e+07     11158.5         3015.9          1.01183         1.24323         1649.68         73.7103         0.000186989     0.860499        
5800       0.044174        1.16156e+07     11213           3247.2          1.0135          1.23679         1662.08         90.2153         0.000189361     0.933238        
5900       0.0432132       1.1952e+07      11270.5         3480.09         1.01526         1.23193         1675.7          109.497         0.000191718     1.00574         
6000       0.0422665       1.23114e+07     11330.9         3707.75         1.01705         1.22849         1690.51         131.839         0.000194058     1.07573         
6100       0.0413346       1.26931e+07     11394           3922.22         1.01882         1.22634         1706.47         157.525         0.000196384     1.14067         
6200       0.040419        1.30951e+07     11459.4         4114.7          1.0205          1.22531         1723.55         186.815         0.000198693     1.19788         
6300       0.0395217       1.3515e+07      11526.5         4276.01         1.02201         1.22528         1741.69         219.947         0.000200987     1.24474         
6400       0.0386453       1.3949e+07      11594.9         4397.36         1.02328         1.22611         1760.84         257.119         0.000203266     1.27895         
6500       0.0377926       1.43929e+07     11663.7         4471.2          1.02423         1.2277          1780.92         298.474         0.00020553      1.29883         
6600       0.0369666       1.48415e+07     11732.2         4492.23         1.0248          1.22998         1801.87         344.096         0.000207781     1.3035          
6700       0.0361701       1.52895e+07     11799.6         4458.31         1.02496         1.23292         1823.64         394             0.000210018     1.29313         
6800       0.0354056       1.57314e+07     11865           4371.08         1.02469         1.23653         1846.17         448.123         0.000212243     1.26897         
6900       0.034675        1.61621e+07     11927.9         4236.08         1.02402         1.24086         1869.39         506.33          0.00021445      1.23411         
7000       0.0339793       1.65773e+07     11987.7         4062.28         1.023           1.24597         1893.26         568.434         0.000216651     1.19003         
7100       0.0333188       1.69736e+07     12043.9         3861.08         1.0217          1.25193         1917.72         634.184         0.00021884      1.14077         
7200       0.0326928       1.7349e+07      12096.4         3644.87         1.02021         1.25878         1942.69         703.295         0.000221018     1.08968         
7300       0.0321          1.77025e+07     12145.1         3425.75         1.01863         1.26647         1968.06         775.469         0.000223183     1.03981         
7400       0.0315385       1.80344e+07     12190.3         3214.1          1.01703         1.2749          1993.65         850.39          0.000225334     0.993587        
7500       0.0310059       1.83459e+07     12232.1         3017.96         1.01551         1.28384         2019.26         927.754         0.000227469     0.952748        
7600       0.0304997       1.86387e+07     12270.9         2842.86         1.0141          1.29299         2044.6          1007.26         0.000229585     0.918367        
7700       0.0300174       1.89152e+07     12307.1         2691.86         1.01284         1.30195         2069.38         1088.64         0.00023168      0.890921        
7800       0.0295564       1.91779e+07     12341           2566.05         1.01176         1.31035         2093.29         1171.62         0.000233751     0.870435        
7900       0.0291143       1.94293e+07     12373           2465            1.01086         1.3178          2116.04         1255.96         0.000235794     0.856611        
8000       0.0286892       1.96717e+07     12403.5         2387.3          1.01014         1.32401         2137.45         1341.44         0.000237812     0.848919        
8100       0.028279        1.99075e+07     12432.8         2330.96         1.0096          1.32882         2157.38         1427.84         0.000239791     0.846828        
8200       0.0278822       2.01385e+07     12461.1         2293.78         1.00921         1.33216         2175.82         1514.99         0.000241734     0.849677        
8300       0.0274974       2.03668e+07     12488.8         2273.49         1.00897         1.33406         2192.82         1602.72         0.000243629     0.857073        
8400       0.0271232       2.05937e+07     12516           2267.97         1.00886         1.33466         2208.51         1690.87         0.000245489     0.868055        
8500       0.0267587       2.08208e+07     12542.8         2275.28         1.00887         1.33413         2223.05         1779.29         0.000247304     0.882278        
8600       0.026403        2.10492e+07     12569.5         2293.66         1.00898         1.33266         2236.62         1867.87         0.000249072     0.899277        
8700       0.0260552       2.12798e+07     12596.2         2321.62         1.00918         1.33046         2249.41         1956.48         0.00025079      0.918646        
8800       0.0257148       2.15138e+07     12622.9         2357.82         1.00947         1.32771         2261.58         2045.03         0.000252463     0.939984        
8900       0.0253812       2.17516e+07     12649.8         2401.15         1.00984         1.32459         2273.31         2133.42         0.000254078     0.963056        
9000       0.0250539       2.19942e+07     12676.9         2450.62         1.01027         1.32122         2284.72         2221.59         0.000255638     0.987543        
9100       0.0247325       2.2242e+07      12704.3         2505.4          1.01075         1.31773         2295.92         2309.45         0.000257143     1.0132          
9200       0.0244166       2.24954e+07     12732           2564.77         1.01129         1.3142          2307.02         2396.95         0.000258592     1.03981         
9300       0.0241059       2.2755e+07      12760.1         2628.12         1.01187         1.31071         2318.08         2484.04         0.000259989     1.06716         
9400       0.0238002       2.30212e+07     12788.5         2694.9          1.01249         1.30729         2329.16         2570.68         0.000261324     1.09512         
9500       0.0234992       2.32941e+07     12817.4         2764.66         1.01315         1.30399         2340.31         2656.8          0.000262601     1.12351         
9600       0.0232028       2.35742e+07     12846.7         2837.01         1.01383         1.30082         2351.56         2742.4          0.00026382      1.1522          
9700       0.0229108       2.38616e+07     12876.5         2911.64         1.01454         1.29781         2362.93         2827.44         0.000264981     1.18105         
9800       0.022623        2.41566e+07     12906.8         2988.29         1.01526         1.29494         2374.43         2911.91         0.000266086     1.20997         
9900       0.0223393       2.44593e+07     12937.5         3066.77         1.01601         1.29222         2386.09         2995.78         0.000267133     1.23886         
10000      0.0220596       2.477e+07       12968.7         3146.93         1.01676         1.28965         2397.88         3079.06         0.000268126     1.26752         
10100      0.0217838       2.50888e+07     13000.4         3228.73         1.01753         1.28721         2409.82         3161.75         0.000269055     1.29614         
10200      0.0215117       2.54158e+07     13032.7         3312.16         1.0183          1.28489         2421.91         3243.84         0.000269927     1.32454         
10300      0.0212434       2.57512e+07     13065.4         3397.29         1.01908         1.28267         2434.12         3325.35         0.000270739     1.35269         
10400      0.0209787       2.60953e+07     13098.6         3484.26         1.01986         1.28055         2446.46         3406.29         0.000271491     1.38057         
10500      0.0207176       2.64482e+07     13132.4         3573.27         1.02065         1.27852         2458.92         3486.69         0.000272182     1.40819         
10600      0.0204599       2.681e+07       13166.7         3664.59         1.02145         1.27655         2471.49         3566.57         0.00027281      1.43556         
10700      0.0202056       2.71812e+07     13201.5         3758.52         1.02225         1.27464         2484.16         3645.95         0.000273371     1.4627          
10800      0.0199546       2.75618e+07     13237           3855.43         1.02306         1.27278         2496.92         3724.88         0.000273866     1.48966         
10900      0.0197068       2.79524e+07     13273           3955.71         1.02389         1.27098         2509.77         3803.37         0.000274289     1.51648         
11000      0.0194621       2.83531e+07     13309.5         4059.77         1.02473         1.26922         2522.72         3881.49         0.000274638     1.54322         
11100      0.0192204       2.87645e+07     13346.8         4168.02         1.02559         1.26751         2535.76         3959.28         0.000274908     1.56996         
11200      0.0189816       2.91869e+07     13384.7         4280.87         1.02647         1.26586         2548.9          4036.79         0.000275096     1.59675         
11300      0.0187456       2.96208e+07     13423.2         4398.69         1.02738         1.26427         2562.15         4114.06         0.000275197     1.62368         
11400      0.0185123       3.00668e+07     13462.5         4521.82         1.02833         1.26276         2575.52         4191.14         0.000275208     1.65082         
11500      0.0182815       3.05253e+07     13502.6         4650.54         1.02931         1.26132         2589.02         4268.07         0.000275121     1.67824         
11600      0.0180531       3.09971e+07     13543.4         4785.08         1.03033         1.25998         2602.66         4344.89         0.000274934     1.706           
11700      0.0178271       3.14826e+07     13585.1         4925.59         1.03139         1.25875         2616.48         4421.65         0.000274642     1.73417         
11800      0.0176034       3.19824e+07     13627.6         5072.13         1.0325          1.25763         2630.47         4498.37         0.000274238     1.7628          
11900      0.0173817       3.24972e+07     13671.1         5224.74         1.03365         1.25664         2644.67         4575.1          0.00027372      1.79193         
12000      0.0171621       3.30275e+07     13715.4         5383.34         1.03486         1.25578         2659.08         4651.85         0.000273081     1.82161         
12100      0.0169444       3.35741e+07     13760.8         5547.97         1.0361          1.25505         2673.72         4728.66         0.00027232      1.85192         
12200      0.0167286       3.41373e+07     13807.2         5718.31         1.0374          1.25447         2688.6          4805.53         0.000271428     1.88281         
12300      0.0165146       3.47179e+07     13854.6         5894.13         1.03874         1.25404         2703.75         4882.47         0.000270404     1.9143          
12400      0.0163024       3.53163e+07     13903           6075.21         1.04013         1.25374         2719.16         4959.51         0.000269245     1.94637         
12500      0.0160918       3.59331e+07     13952.5         6261.26         1.04155         1.2536          2734.86         5036.63         0.000267945     1.97901         
12600      0.015883        3.65688e+07     14003.2         6452.02         1.04302         1.25359         2750.84         5113.84         0.000266501     2.0122          
12700      0.0156757       3.72237e+07     14055           6647.19         1.04451         1.25371         2767.12         5191.13         0.000264909     2.04592         
12800      0.0154701       3.78983e+07     14107.9         6846.52         1.04604         1.25395         2783.68         5268.49         0.000263168     2.08013         
12900      0.0152661       3.85931e+07     14161.9         7049.74         1.04759         1.25431         2800.55         5345.93         0.000261277     2.11449         
13000      0.0150637       3.93084e+07     14217.2         7256.65         1.04917         1.25478         2817.71         5423.42         0.000259227     2.14957         
13100      0.0148629       4.00446e+07     14273.6         7467.04         1.05076         1.25534         2835.16         5500.95         0.000257003     2.18507         
13200      0.0146637       4.08019e+07     14331.2         7680.76         1.05237         1.25599         2852.91         5578.51         0.000254629     2.2208          
13300      0.0144661       4.15808e+07     14390           7897.7          1.05399         1.25672         2870.95         5656.08         0.000252092     2.25676         
13400      0.0142702       4.23816e+07     14449.9         8117.79         1.05561         1.25752         2889.28         5733.66         0.000249389     2.29292         
13500      0.014076        4.32045e+07     14511.1         8341            1.05725         1.25838         2907.89         5811.23         0.000246519     2.32923         
13600      0.0138834       4.40499e+07     14573.5         8567.33         1.05889         1.2593          2926.79         5888.77         0.000243481     2.36562         
13700      0.0136925       4.49181e+07     14637.1         8796.82         1.06053         1.26026         2945.96         5966.28         0.000240274     2.40207         
13800      0.0135034       4.58093e+07     14701.9         9029.55         1.06217         1.26127         2965.42         6043.74         0.000236899     2.43853         
13900      0.013316        4.67241e+07     14768           9265.58         1.06381         1.26232         2985.15         6121.14         0.000233357     2.47496         
14000      0.0131303       4.76626e+07     14835.3         9505.01         1.06545         1.2634          3005.16         6198.48         0.00022965      2.51133         
14100      0.0129465       4.86252e+07     14903.8         9747.91         1.06708         1.26452         3025.44         6275.75         0.000225782     2.54761         
14200      0.0127644       4.96123e+07     14973.5         9994.34         1.06872         1.26568         3046            6352.95         0.000221757     2.58378         
14300      0.012584        5.06242e+07     15044.5         10244.3         1.07036         1.26686         3066.83         6430.06         0.000217579     2.61982         
14400      0.0124055       5.16612e+07     15116.8         10497.8         1.072           1.26809         3087.95         6507.08         0.000213255     2.65572         
14500      0.0122288       5.27238e+07     15190.3         10754.7         1.07363         1.26934         3109.35         6584.01         0.000208795     2.69145         
14600      0.012054        5.38123e+07     15265.2         11014.8         1.07526         1.27064         3131.04         6660.85         0.000204206     2.72701         
14700      0.0118809       5.49269e+07     15341.2         11277.9         1.0769          1.27197         3153.01         6737.59         0.0001995       2.76239         
14800      0.0117097       5.6068e+07      15418.6         11543.6         1.07852         1.27333         3175.29         6814.21         0.000194688     2.79758         
14900      0.0115404       5.72357e+07     15497.2         11811.3         1.08014         1.27474         3197.86         6890.73         0.000189781     2.83255         
15000      0.0113729       5.84303e+07     15577.1         12080.3         1.08176         1.27617         3220.73         6967.13         0.000184795     2.8673          
15100      0.0112073       5.96518e+07     15658.3         12350           1.08336         1.27765         3243.91         7043.4          0.000179742     2.9018          
15200      0.0110436       6.09003e+07     15740.7         12619.4         1.08494         1.27915         3267.4          7119.54         0.000174639     2.93602         
15300      0.0108819       6.21756e+07     15824.3         12887.4         1.0865          1.28069         3291.2          7195.53         0.000169499     2.96992         
15400      0.0107221       6.34777e+07     15909.2         13152.9         1.08803         1.28225         3315.32         7271.36         0.000164338     3.00347         
15500      0.0105643       6.48061e+07     15995.1         13414.6         1.08952         1.28382         3339.74         7347.03         0.000159172     3.0366          
15600      0.0104086       6.61604e+07     16082.2         13671           1.09097         1.28541         3364.47         7422.5          0.000154017     3.06926         
15700      0.0102549       6.754e+07       16170.4         13920.6         1.09237         1.28699         3389.51         7497.78         0.000148886     3.10139         
15800      0.0101034       6.89442e+07     16259.5         14161.9         1.09371         1.28857         3414.85         7572.83         0.000143794     3.1329          
15900      0.00995398      7.03721e+07     16349.6         14393.2         1.09497         1.29014         3440.48         7647.64         0.000138755     3.16372         
16000      0.00980683      7.18225e+07     16440.6         14612.8         1.09615         1.29167         3466.39         7722.2          0.000133785     3.19382         
16100      0.00966197      7.32942e+07     16532.3         14819.1         1.09724         1.29317         3492.57         7796.47         0.000128888     3.22297         
16200      0.00951944      7.47858e+07     16624.6         15010.2         1.09822         1.29462         3519.01         7870.44         0.000124079     3.25115         
16300      0.00937931      7.62957e+07     16717.5         15184.7         1.0991          1.29601         3545.69         7944.08         0.000119368     3.27826         
16400      0.00924164      7.78221e+07     16810.9         15340.9         1.09985         1.29733         3572.6          8017.38         0.000114764     3.30418         
16500      0.00910648      7.93632e+07     16904.6         15477.3         1.10047         1.29857         3599.72         8090.31         0.000110275     3.32884         
16600      0.0089739       8.09169e+07     16998.5         15592.7         1.10095         1.29972         3627.03         8162.85         0.000105906     3.35213         
16700      0.00884394      8.2481e+07      17092.4         15685.7         1.10129         1.30078         3654.5          8234.97         0.000101664     3.37396         
16800      0.00871666      8.40533e+07     17186.3         15755.4         1.10147         1.30173         3682.13         8306.65         9.75536e-05     3.39425         
16900      0.0085921       8.56313e+07     17279.9         15800.9         1.1015          1.30257         3709.87         8377.85         9.35775e-05     3.41292         
17000      0.0084703       8.72126e+07     17373.2         15821.6         1.10137         1.30331         3737.72         8448.56         8.97385e-05     3.42991         
17100      0.00835131      8.87948e+07     17466           15817.1         1.10108         1.30392         3765.64         8518.74         8.60384e-05     3.44516         
17200      0.00823514      9.03752e+07     17558.2         15787.2         1.10062         1.30442         3793.62         8588.39         8.24739e-05     3.45879         
17300      0.00812182      9.19514e+07     17649.5         15732           1.10001         1.30481         3821.63         8657.47         7.9053e-05      3.4705          
17400      0.00801136      9.35208e+07     17740           15651.9         1.09923         1.30508         3849.65         8725.99         7.57714e-05     3.48041         
17500      0.00790378      9.50809e+07     17829.4         15547.3         1.0983          1.30525         3877.65         8793.92         7.2628e-05      3.48853         
17600      0.00779907      9.66294e+07     17917.6         15419.2         1.09723         1.30532         3905.61         8861.25         6.9621e-05      3.4949          
17700      0.00769722      9.8164e+07      18004.6         15268.6         1.09601         1.3053          3933.52         8927.95         6.67483e-05     3.49954         
17800      0.00759822      9.96825e+07     18090.1         15096.7         1.09465         1.30519         3961.35         8994.03         6.40072e-05     3.50252         
17900      0.00750204      1.01183e+08     18174.2         14904.9         1.09317         1.30501         3989.08         9059.46         6.13948e-05     3.50391         
18000      0.00740865      1.02663e+08     18256.6         14694.8         1.09158         1.30477         4016.71         9124.22         5.89077e-05     3.50379         
18100      0.00731802      1.04121e+08     18337.4         14468.3         1.08988         1.30448         4044.2          9188.31         5.65426e-05     3.50226         
18200      0.0072301       1.05556e+08     18416.5         14227           1.08808         1.30415         4071.55         9251.71         5.42954e-05     3.49944         
18300      0.00714483      1.06966e+08     18493.7         13973           1.08621         1.30379         4098.75         9314.42         5.21626e-05     3.49543         
18400      0.00706217      1.0835e+08      18569.2         13708.2         1.08427         1.30343         4125.78         9376.43         5.01399e-05     3.49037         
18500      0.00698204      1.09707e+08     18642.7         13434.6         1.08227         1.30306         4152.63         9437.73         4.82233e-05     3.48438         
18600      0.00690439      1.11037e+08     18714.4         13154.1         1.08023         1.30271         4179.29         9498.29         4.64087e-05     3.4776          
18700      0.00682914      1.12338e+08     18784.2         12868.7         1.07815         1.30238         4205.76         9558.14         4.46918e-05     3.47018         
18800      0.00675623      1.13611e+08     18852           12580.3         1.07606         1.30208         4232.03         9617.26         4.30685e-05     3.46224         
18900      0.00668556      1.14854e+08     18918           12290.7         1.07395         1.30182         4258.08         9675.65         4.15347e-05     3.45393         
19000      0.00661708      1.16069e+08     18982.1         12001.6         1.07185         1.30162         4283.93         9733.3          4.00862e-05     3.44538         
19100      0.00655069      1.17254e+08     19044.4         11714.6         1.06976         1.30148         4309.55         9790.2          3.87191e-05     3.43672         
19200      0.00648633      1.18412e+08     19104.8         11431.1         1.06769         1.3014          4334.94         9846.34         3.74293e-05     3.42807         
19300      0.0064239       1.19541e+08     19163.4         11152.5         1.06564         1.30138         4360.1          9901.71         3.6213e-05      3.41955         
19400      0.00636333      1.20642e+08     19220.4         10879.9         1.06364         1.30143         4385.02         9956.31         3.50664e-05     3.41127         
19500      0.00630454      1.21717e+08     19275.6         10614.5         1.06167         1.30156         4409.7          10010.2         3.3986e-05      3.40335         
19600      0.00624746      1.22766e+08     19329.3         10357.1         1.05976         1.30175         4434.13         10063.3         3.29662e-05     3.39599         
19700      0.006192        1.23789e+08     19381.3         10108.5         1.0579          1.30201         4458.3          10115.6         3.20075e-05     3.38905         
19800      0.00613808      1.24788e+08     19431.9         9869.27         1.0561          1.30233         4482.21         10167.2         3.11046e-05     3.38272         
19900      0.00608565      1.25763e+08     19481           9639.93         1.05436         1.30271         4505.85         10218           3.02545e-05     3.37705         
20000      0.00603462      1.26716e+08     19528.8         9420.83         1.05268         1.30315         4529.21         10268.1         2.94542e-05     3.37212         
20100      0.00598493      1.27648e+08     19575.3         9212.17         1.05108         1.30363         4552.3          10317.3         2.87006e-05     3.36796         
20200      0.00593651      1.28559e+08     19620.5         9014.13         1.04954         1.30415         4575.09         10365.8         2.79913e-05     3.36463         
20300      0.0058893       1.29451e+08     19664.5         8826.7          1.04806         1.30471         4597.6          10413.5         2.73235e-05     3.36215         
20400      0.00584324      1.30324e+08     19707.5         8649.83         1.04666         1.30529         4619.81         10460.5         2.66948e-05     3.36057         
20500      0.00579827      1.31181e+08     19749.4         8483.36         1.04533         1.30589         4641.72         10506.7         2.61029e-05     3.35989         
20600      0.00575434      1.32021e+08     19790.3         8327.04         1.04406         1.30651         4663.32         10552.2         2.55454e-05     3.36014         
20700      0.00571138      1.32847e+08     19830.2         8180.6          1.04286         1.30713         4684.63         10596.9         2.50204e-05     3.36132         
20800      0.00566937      1.33658e+08     19869.3         8043.68         1.04172         1.30775         4705.64         10641           2.45258e-05     3.36344         
20900      0.00562824      1.34456e+08     19907.6         7915.89         1.04065         1.30836         4726.35         10684.3         2.40596e-05     3.36647         
21000      0.00558796      1.35241e+08     19945.1         7796.8          1.03963         1.30897         4746.76         10726.9         2.36203e-05     3.37042         
21100      0.00554849      1.36015e+08     19981.9         7685.95         1.03868         1.30956         4766.89         10768.8         2.32061e-05     3.37529         
21200      0.00550978      1.36779e+08     20018           7582.87         1.03778         1.31014         4786.74         10810           2.28155e-05     3.38108         
21300      0.0054718       1.37532e+08     20053.4         7487.08         1.03692         1.31069         4806.31         10850.6         2.24471e-05     3.38776         
21400      0.00543452      1.38276e+08     20088.3         7398.1          1.03612         1.31123         4825.62         10890.6         2.20995e-05     3.3953          
21500      0.00539791      1.39012e+08     20122.6         7315.44         1.03537         1.31174         4844.67         10930           2.17714e-05     3.40368         
21600      0.00536194      1.3974e+08      20156.3         7238.65         1.03465         1.31224         4863.48         10968.8         2.14617e-05     3.41288         
21700      0.00532658      1.4046e+08      20189.6         7167.28         1.03398         1.3127          4882.06         11007           2.11692e-05     3.4229          
21800      0.0052918       1.41173e+08     20222.4         7100.91         1.03334         1.31315         4900.41         11044.7         2.0893e-05      3.43372         
21900      0.00525759      1.4188e+08      20254.7         7039.14         1.03274         1.31356         4918.54         11082           2.06321e-05     3.4453          
22000      0.00522392      1.42581e+08     20286.7         6981.62         1.03217         1.31396         4936.46         11118.7         2.03856e-05     3.45763         
22100      0.00519078      1.43277e+08     20318.2         6928.02         1.03163         1.31432         4954.19         11155           2.01498e-05     3.47071         
22200      0.00515814      1.43967e+08     20349.4         6878.07         1.03112         1.31466         4971.72         11190.8         1.99294e-05     3.48445         
22300      0.00512599      1.44653e+08     20380.2         6831.52         1.03063         1.31497         4989.06         11226.3         1.9721e-05      3.49886         
22400      0.0050943       1.45333e+08     20410.7         6788.17         1.03016         1.31525         5006.21         11261.4         1.9524e-05      3.51392         
22500      0.00506308      1.4601e+08      20440.8         6747.87         1.02972         1.31549         5023.18         11296.2         1.93377e-05     3.52961         
22600      0.00503229      1.46683e+08     20470.7         6710.5          1.02929         1.3157          5039.96         11330.6         1.91617e-05     3.54593         
22700      0.00500193      1.47352e+08     20500.2         6676            1.02888         1.31587         5056.56         11364.7         1.89952e-05     3.56283         
22800      0.00497199      1.48018e+08     20529.5         6644.33         1.0285          1.316           5072.97         11398.5         1.88379e-05     3.5803          
22900      0.00494244      1.48681e+08     20558.5         6615.51         1.02812         1.31608         5089.18         11432.1         1.86892e-05     3.59829         
23000      0.00491329      1.49342e+08     20587.3         6589.58         1.02777         1.31611         5105.19         11465.4         1.85487e-05     3.61681         
23100      0.00488451      1.49999e+08     20615.8         6566.63         1.02743         1.31608         5120.99         11498.5         1.84159e-05     3.63584         
23200      0.0048561       1.50655e+08     20644.1         6546.75         1.02711         1.31599         5136.57         11531.4         1.82905e-05     3.65539         
23300      0.00482805      1.51309e+08     20672.2         6530.11         1.02681         1.31583         5151.93         11564           1.8172e-05      3.67543         
23400      0.00480034      1.51961e+08     20700.2         6516.85         1.02652         1.3156          5167.04         11596.5         1.80601e-05     3.69592         
23500      0.00477296      1.52612e+08     20727.9         6507.16         1.02625         1.31529         5181.91         11628.7         1.79543e-05     3.71684         
