T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
6000       0.0417107       1.19568e+07     11172.5         2428.99         1.00903         1.29011         1750.8          138.264         0.000199813     0.711709        
6100       0.0409055       1.22028e+07     11213.2         2488.54         1.0096          1.28774         1765.83         165.036         0.000202239     0.732072        
6200       0.0401236       1.24537e+07     11254           2525.13         1.01004         1.28722         1782.2          195.43          0.000204653     0.745615        
6300       0.0393658       1.2707e+07      11294.5         2536.01         1.01032         1.2885          1799.93         229.639         0.000207056     0.751845        
6400       0.0386333       1.296e+07       11334.3         2520.21         1.01041         1.29157         1818.99         267.811         0.000209448     0.750848        
6500       0.0379268       1.32102e+07     11373.1         2478.9          1.0103          1.2964          1839.38         310.037         0.000211828     0.743335        
6600       0.0372469       1.34551e+07     11410.5         2415.46         1.01002         1.30294         1861.02         356.358         0.0002142       0.730582        
6700       0.0365939       1.36927e+07     11446.2         2335.07         1.00958         1.31107         1883.82         406.758         0.000216561     0.714263        
6800       0.0359675       1.39217e+07     11480.2         2244.13         1.00903         1.32062         1907.58         461.163         0.00021891      0.696224        
6900       0.035367        1.41414e+07     11512.3         2149.3          1.00841         1.33126         1932.03         519.459         0.000221248     0.678258        
7000       0.034791        1.43517e+07     11542.5         2056.75         1.00777         1.34255         1956.82         581.483         0.000223573     0.661888        
7100       0.0342383       1.4553e+07      11571.1         1971.48         1.00715         1.35392         1981.5          647.036         0.000225877     0.64885         
7200       0.0337071       1.47463e+07     11598.1         1897.04         1.00658         1.36477         2005.6          715.9           0.000228169     0.638835        
7300       0.0331957       1.49329e+07     11623.8         1835.54         1.0061          1.37448         2028.65         787.83          0.000230442     0.632703        
7400       0.0327023       1.51139e+07     11648.5         1787.81         1.00571         1.38256         2050.3          862.571         0.000232694     0.630523        
7500       0.0322253       1.52909e+07     11672.2         1753.72         1.00541         1.38869         2070.29         939.864         0.000234922     0.632158        
7600       0.0317633       1.54651e+07     11695.3         1732.56         1.00522         1.3927          2088.51         1019.44         0.000237122     0.637347        
7700       0.0313148       1.56378e+07     11717.9         1723.27         1.00511         1.39464         2104.98         1101.04         0.000239294     0.645765        
7800       0.0308787       1.58101e+07     11740.1         1724.66         1.0051          1.39465         2119.81         1184.41         0.000241433     0.657071        
7900       0.0304539       1.5983e+07      11762.1         1735.52         1.00518         1.39301         2133.21         1269.29         0.000243536     0.670934        
8000       0.0300395       1.61575e+07     11784.1         1754.73         1.00533         1.39            2145.39         1355.45         0.0002456       0.687042        
8100       0.0296346       1.63342e+07     11806           1781.28         1.00555         1.38592         2156.6          1442.68         0.000247629     0.705102        
8200       0.0292386       1.65139e+07     11828.1         1814.3          1.00583         1.38107         2167.04         1530.76         0.000249607     0.724911        
8300       0.0288509       1.66973e+07     11850.3         1853.01         1.00618         1.37569         2176.92         1619.5          0.000251529     0.746439        
8400       0.0284708       1.68847e+07     11872.8         1896.75         1.00658         1.36998         2186.42         1708.73         0.000253417     0.769086        
8500       0.0280979       1.70768e+07     11895.5         1944.95         1.00703         1.36413         2195.68         1798.29         0.000255245     0.792935        
8600       0.0277319       1.72738e+07     11918.5         1997.1          1.00753         1.35827         2204.82         1888.02         0.000257019     0.817788        
8700       0.0273722       1.74763e+07     11941.9         2052.74         1.00808         1.3525          2213.94         1977.8          0.000258738     0.843507        
8800       0.0270187       1.76845e+07     11965.7         2111.46         1.00866         1.34691         2223.12         2067.51         0.0002604       0.869962        
8900       0.0266709       1.78987e+07     11989.9         2172.87         1.00929         1.34155         2232.43         2157.04         0.000262004     0.897029        
9000       0.0263286       1.81191e+07     12014.6         2236.61         1.00995         1.33647         2241.9          2246.3          0.000263549     0.924583        
9100       0.0259916       1.83461e+07     12039.6         2302.31         1.01063         1.33169         2251.58         2335.22         0.000265034     0.952512        
9200       0.0256597       1.85797e+07     12065.2         2369.63         1.01135         1.32723         2261.5          2423.7          0.000266467     0.980627        
9300       0.0253328       1.882e+07       12091.2         2438.22         1.01209         1.3231          2271.67         2511.67         0.00026784      1.00892         
9400       0.0250106       1.90673e+07     12117.6         2507.72         1.01285         1.3193          2282.11         2599.09         0.000269148     1.0373          
9500       0.024693        1.93216e+07     12144.5         2577.8          1.01363         1.31581         2292.83         2685.9          0.0002704       1.0656          
9600       0.02438         1.95829e+07     12171.9         2648.13         1.01441         1.31264         2303.82         2772.05         0.000271597     1.09373         
9700       0.0240714       1.98512e+07     12199.7         2718.36         1.01521         1.30976         2315.09         2857.5          0.000272738     1.12158         
9800       0.0237673       2.01266e+07     12227.9         2788.2          1.016           1.30717         2326.64         2942.22         0.00027383      1.14907         
9900       0.0234674       2.04088e+07     12256.6         2857.35         1.01679         1.30483         2338.45         3026.17         0.000274871     1.17609         
10000      0.0231719       2.0698e+07      12285.6         2925.55         1.01757         1.30273         2350.51         3109.34         0.000275864     1.20257         
10100      0.0228807       2.09939e+07     12315.1         2992.59         1.01834         1.30084         2362.81         3191.69         0.000276811     1.22844         
10200      0.0225937       2.12965e+07     12344.9         3058.28         1.0191          1.29913         2375.34         3273.22         0.000277715     1.25364         
10300      0.022311        2.16055e+07     12375           3122.52         1.01983         1.29759         2388.07         3353.91         0.000278576     1.27814         
10400      0.0220325       2.19209e+07     12405.5         3185.26         1.02054         1.29619         2400.98         3433.74         0.000279397     1.30188         
10500      0.0217582       2.22425e+07     12436.3         3246.53         1.02122         1.29489         2414.04         3512.72         0.00028018      1.32487         
10600      0.0214881       2.25702e+07     12467.3         3306.45         1.02187         1.29367         2427.24         3590.86         0.000280922     1.3471          
10700      0.0212223       2.29038e+07     12498.7         3365.22         1.0225          1.29249         2440.55         3668.16         0.000281627     1.36858         
10800      0.0209606       2.32432e+07     12530.2         3423.14         1.02309         1.29135         2453.93         3744.66         0.000282293     1.38937         
10900      0.0207032       2.35884e+07     12562.1         3480.61         1.02365         1.2902          2467.37         3820.37         0.000282919     1.4095          
11000      0.0204498       2.39393e+07     12594.1         3538.1          1.02419         1.28902         2480.82         3895.32         0.000283502     1.42903         
11100      0.0202005       2.4296e+07      12626.4         3596.17         1.0247          1.28779         2494.27         3969.55         0.00028404      1.44804         
11200      0.0199552       2.46586e+07     12658.9         3655.46         1.0252          1.2865          2507.69         4043.09         0.00028453      1.46663         
11300      0.0197138       2.50272e+07     12691.7         3716.65         1.02568         1.28513         2521.05         4116            0.000284966     1.48489         
11400      0.0194762       2.5402e+07      12724.7         3780.48         1.02616         1.28366         2534.35         4188.34         0.000285352     1.50272         
11500      0.0192423       2.57834e+07     12758           3847.69         1.02663         1.2821          2547.56         4260.15         0.000285664     1.52066         
11600      0.019012        2.61717e+07     12791.6         3919.03         1.02712         1.28043         2560.67         4331.51         0.000285908     1.53858         
11700      0.0187852       2.65674e+07     12825.6         3995.22         1.02761         1.27867         2573.69         4402.48         0.000286072     1.5566          
11800      0.0185617       2.69709e+07     12859.9         4076.96         1.02814         1.27683         2586.62         4473.12         0.00028615      1.57483         
11900      0.0183413       2.7383e+07      12894.7         4164.89         1.02869         1.27492         2599.47         4543.52         0.000286131     1.59335         
12000      0.0181239       2.78041e+07     12929.9         4259.57         1.02927         1.27296         2612.26         4613.73         0.000286008     1.61227         
12100      0.0179093       2.82351e+07     12965.7         4361.68         1.0299          1.27095         2624.98         4683.83         0.00028577      1.63175         
12200      0.0176974       2.86767e+07     13002.1         4471.47         1.03058         1.26894         2637.69         4753.88         0.000285406     1.65179         
12300      0.017488        2.91297e+07     13039           4589.29         1.03132         1.26694         2650.41         4823.94         0.000284906     1.67244         
12400      0.0172809       2.95949e+07     13076.7         4715.45         1.03211         1.26499         2663.17         4894.08         0.000284262     1.69378         
12500      0.017076        3.00731e+07     13115.1         4850.15         1.03296         1.2631          2675.99         4964.33         0.000283459     1.71584         
12600      0.0168731       3.05652e+07     13154.3         4993.56         1.03387         1.26129         2688.92         5034.77         0.000282489     1.73867         
12700      0.0166721       3.10721e+07     13194.4         5145.83         1.03485         1.25959         2701.97         5105.42         0.00028134      1.76229         
12800      0.0164728       3.15946e+07     13235.4         5307.04         1.0359          1.258           2715.17         5176.33         0.000280005     1.78673         
12900      0.0162752       3.21338e+07     13277.3         5477.28         1.03701         1.25655         2728.56         5247.53         0.000278458     1.81208         
13000      0.016079        3.26904e+07     13320.3         5656.61         1.0382          1.25524         2742.16         5319.05         0.000276719     1.8382          
13100      0.0158843       3.32654e+07     13364.4         5845.09         1.03945         1.25408         2755.99         5390.92         0.000274764     1.86517         
13200      0.0156909       3.38597e+07     13409.6         6042.76         1.04077         1.25309         2770.06         5463.15         0.000272587     1.89301         
13300      0.0154987       3.44743e+07     13455.9         6249.67         1.04216         1.25226         2784.41         5535.75         0.000270184     1.9217          
13400      0.0153076       3.511e+07       13503.6         6465.85         1.04362         1.2516          2799.04         5608.75         0.00026755      1.95126         
13500      0.0151175       3.57677e+07     13552.5         6691.31         1.04514         1.25112         2813.98         5682.15         0.000264679     1.98167         
13600      0.0149285       3.64485e+07     13602.7         6926.06         1.04674         1.25081         2829.24         5755.95         0.000261573     2.01295         
13700      0.0147404       3.71533e+07     13654.3         7170.07         1.0484          1.25069         2844.83         5830.15         0.000258228     2.0451          
13800      0.0145531       3.78829e+07     13707.4         7423.27         1.05014         1.25074         2860.77         5904.75         0.000254649     2.0781          
13900      0.0143667       3.86382e+07     13761.9         7685.55         1.05193         1.25098         2877.08         5979.75         0.000250839     2.11197         
14000      0.0141811       3.94203e+07     13818           7956.72         1.0538          1.25139         2893.77         6055.14         0.000246803     2.1467          
14100      0.0139962       4.02299e+07     13875.6         8236.57         1.05572         1.25199         2910.85         6130.92         0.00024255      2.18229         
14200      0.0138121       4.10679e+07     13934.8         8524.76         1.05771         1.25276         2928.33         6207.05         0.000238088     2.21873         
14300      0.0136287       4.19351e+07     13995.7         8820.91         1.05976         1.2537          2946.22         6283.54         0.000233428     2.25602         
14400      0.0134461       4.28323e+07     14058.2         9124.54         1.06186         1.25481         2964.54         6360.36         0.000228583     2.29413         
14500      0.0132642       4.37602e+07     14122.4         9435.06         1.06401         1.25608         2983.29         6437.49         0.000223569     2.33305         
14600      0.0130831       4.47195e+07     14188.4         9751.8          1.0662          1.25751         3002.48         6514.91         0.000218401     2.37276         
14700      0.0129028       4.57108e+07     14256           10074           1.06844         1.25909         3022.11         6592.6          0.000213097     2.41323         
14800      0.0127233       4.67345e+07     14325.4         10400.8         1.07071         1.2608          3042.19         6670.52         0.000207674     2.45441         
14900      0.0125447       4.7791e+07      14396.6         10731.1         1.073           1.26264         3062.73         6748.64         0.000202152     2.49625         
15000      0.0123671       4.88808e+07     14469.5         11064           1.07531         1.2646          3083.72         6826.93         0.000196549     2.5387          
15100      0.0121904       5.00039e+07     14544.1         11398.1         1.07763         1.26666         3105.17         6905.36         0.000190887     2.58168         
15200      0.0120148       5.11604e+07     14620.4         11732.3         1.07994         1.26881         3127.08         6983.9          0.000185183     2.62512         
15300      0.0118404       5.23503e+07     14698.4         12065.2         1.08224         1.27104         3149.44         7062.5          0.000179457     2.66891         
15400      0.0116673       5.35733e+07     14778.1         12395.3         1.08452         1.27333         3172.25         7141.12         0.000173728     2.71295         
15500      0.0114954       5.48292e+07     14859.4         12721           1.08676         1.27566         3195.49         7219.73         0.000168014     2.75713         
15600      0.0113251       5.61173e+07     14942.2         13040.8         1.08895         1.27802         3219.17         7298.29         0.000162334     2.80131         
15700      0.0111563       5.74371e+07     15026.6         13352.9         1.09108         1.28039         3243.28         7376.75         0.000156701     2.84536         
15800      0.0109892       5.87876e+07     15112.3         13655.7         1.09313         1.28276         3267.79         7455.08         0.000151133     2.88914         
15900      0.0108238       6.01679e+07     15199.4         13947.5         1.0951          1.28511         3292.7          7533.23         0.000145643     2.93248         
16000      0.0106604       6.15767e+07     15287.7         14226.3         1.09697         1.28741         3317.99         7611.16         0.000140244     2.97523         
16100      0.010499        6.30127e+07     15377.2         14490.6         1.09872         1.28967         3343.65         7688.83         0.000134947     3.01723         
16200      0.0103398       6.44743e+07     15467.7         14738.5         1.10035         1.29185         3369.65         7766.19         0.000129764     3.05829         
16300      0.0101828       6.59598e+07     15559.1         14968.4         1.10184         1.29394         3395.98         7843.22         0.000124706     3.09831         
16400      0.0100283       6.74673e+07     15651.3         15178.6         1.10318         1.29593         3422.6          7919.86         0.000119774     3.13701         
16500      0.00987619      6.89948e+07     15744.2         15367.6         1.10436         1.29781         3449.51         7996.09         0.000114978     3.17427         
16600      0.00972672      7.054e+07       15837.5         15534           1.10537         1.29957         3476.67         8071.86         0.000110323     3.20995         
16700      0.00957996      7.21008e+07     15931.3         15676.4         1.1062          1.30119         3504.05         8147.15         0.000105815     3.24388         
16800      0.00943601      7.36745e+07     16025.2         15793.9         1.10685         1.30266         3531.64         8221.91         0.000101456     3.27593         
16900      0.00929495      7.52587e+07     16119.3         15885.4         1.10732         1.30398         3559.4          8296.12         9.72481e-05     3.30598         
17000      0.00915686      7.68507e+07     16213.2         15950.2         1.10758         1.30515         3587.31         8369.75         9.31934e-05     3.33391         
17100      0.00902181      7.84478e+07     16306.8         15987.8         1.10766         1.30615         3615.33         8442.78         8.92921e-05     3.35963         
17200      0.00888986      8.00473e+07     16400.1         15998           1.10753         1.307           3643.44         8515.17         8.55442e-05     3.38307         
17300      0.00876105      8.16465e+07     16492.8         15980.7         1.10721         1.30768         3671.61         8586.9          8.19486e-05     3.40417         
17400      0.00863544      8.32426e+07     16584.8         15936.2         1.1067          1.30821         3699.82         8657.94         7.85038e-05     3.42289         
17500      0.00851305      8.48329e+07     16675.9         15864.9         1.106           1.30858         3728.03         8728.28         7.52079e-05     3.43923         
17600      0.00839389      8.64147e+07     16766.1         15767.6         1.10512         1.3088          3756.22         8797.89         7.20583e-05     3.4532          
17700      0.00827797      8.79855e+07     16855.1         15645.2         1.10406         1.30889         3784.37         8866.76         6.90521e-05     3.46483         
17800      0.00816529      8.95429e+07     16942.8         15498.9         1.10284         1.30885         3812.44         8934.87         6.61859e-05     3.47418         
17900      0.00805583      9.10846e+07     17029.2         15330.1         1.10146         1.3087          3840.43         9002.2          6.34529e-05     3.48146         
18000      0.00794957      9.26082e+07     17114.1         15140.4         1.09994         1.30844         3868.3          9068.74         6.08555e-05     3.48651         
18100      0.00784647      9.4112e+07      17197.4         14931.5         1.09828         1.30809         3896.05         9134.48         5.83868e-05     3.48956         
18200      0.00774649      9.5594e+07      17279           14705.4         1.09651         1.30766         3923.64         9199.41         5.60423e-05     3.49075         
18300      0.00764958      9.70526e+07     17359           14463.9         1.09463         1.30717         3951.07         9263.51         5.38179e-05     3.49022         
18400      0.00755568      9.84863e+07     17437.1         14209.1         1.09266         1.30664         3978.32         9326.78         5.1709e-05      3.48812         
18500      0.00746472      9.9894e+07      17513.4         13943.1         1.09061         1.30608         4005.37         9389.2          4.97111e-05     3.48462         
18600      0.00737663      1.01275e+08     17587.8         13668           1.0885          1.3055          4032.23         9450.78         4.78199e-05     3.47989         
18700      0.00729134      1.02627e+08     17660.4         13385.8         1.08634         1.30491         4058.87         9511.51         4.60308e-05     3.4741          
18800      0.00720875      1.03952e+08     17731           13098.6         1.08414         1.30434         4085.29         9571.39         4.43394e-05     3.46742         
18900      0.0071288       1.05247e+08     17799.7         12808.3         1.08192         1.30379         4111.48         9630.42         4.27412e-05     3.46004         
19000      0.00705138      1.06513e+08     17866.5         12516.9         1.07969         1.30327         4137.44         9688.56         4.12318e-05     3.45212         
19100      0.00697641      1.0775e+08      17931.5         12225.9         1.07746         1.3028          4163.15         9745.83         3.98071e-05     3.44381         
19200      0.0069038       1.08958e+08     17994.6         11937.1         1.07524         1.30238         4188.62         9802.2          3.84627e-05     3.43529         
19300      0.00683345      1.10138e+08     18055.8         11652           1.07305         1.30201         4213.83         9857.69         3.71948e-05     3.4267          
19400      0.00676528      1.11289e+08     18115.3         11371.9         1.07089         1.30171         4238.8          9912.31         3.59972e-05     3.41831         
19500      0.00669918      1.12413e+08     18173.1         11097.9         1.06877         1.30148         4263.5          9966.07         3.48701e-05     3.41002         
19600      0.00663507      1.13509e+08     18229.2         10831.2         1.06669         1.30131         4287.94         10018.9         3.38079e-05     3.40207         
19700      0.00657287      1.14579e+08     18283.6         10572.7         1.06467         1.30122         4312.11         10070.9         3.2807e-05      3.39456         
19800      0.00651247      1.15624e+08     18336.5         10322.9         1.06271         1.30119         4336.02         10122.1         3.1864e-05      3.38757         
19900      0.0064538       1.16644e+08     18387.9         10082.7         1.06081         1.30123         4359.65         10172.3         3.09757e-05     3.3812          
20000      0.00639678      1.17641e+08     18437.9         9852.27         1.05897         1.30134         4383            10221.6         3.01389e-05     3.37553         
20100      0.00634132      1.18615e+08     18486.5         9632.05         1.05721         1.3015          4406.08         10270.1         2.93504e-05     3.3706          
20200      0.00628734      1.19567e+08     18533.7         9422.22         1.05552         1.30173         4428.88         10317.7         2.86077e-05     3.36649         
20300      0.00623478      1.205e+08       18579.8         9222.85         1.0539          1.302           4451.39         10364.4         2.7908e-05      3.36324         
20400      0.00618355      1.21412e+08     18624.6         9033.9          1.05235         1.30232         4473.63         10410.3         2.72486e-05     3.36088         
20500      0.0061336       1.22307e+08     18668.4         8855.23         1.05088         1.30268         4495.58         10455.4         2.66272e-05     3.35944         
20600      0.00608486      1.23184e+08     18711           8686.61         1.04947         1.30308         4517.25         10499.6         2.60414e-05     3.35894         
20700      0.00603727      1.24044e+08     18752.7         8527.76         1.04814         1.30351         4538.65         10543.1         2.54891e-05     3.35939         
20800      0.00599077      1.2489e+08      18793.4         8378.31         1.04688         1.30396         4559.77         10585.7         2.49682e-05     3.36079         
20900      0.00594531      1.2572e+08      18833.3         8237.84         1.04568         1.30444         4580.63         10627.5         2.44767e-05     3.36313         
21000      0.00590084      1.26537e+08     18872.3         8105.89         1.04454         1.30493         4601.23         10668.6         2.40129e-05     3.36641         
21100      0.0058573       1.27342e+08     18910.5         7981.97         1.04347         1.30544         4621.58         10708.9         2.35751e-05     3.37063         
21200      0.00581466      1.28134e+08     18948           7865.55         1.04245         1.30596         4641.68         10748.5         2.31617e-05     3.37578         
21300      0.00577287      1.28915e+08     18984.7         7756.11         1.04149         1.3065          4661.56         10787.5         2.27713e-05     3.38185         
21400      0.0057319       1.29685e+08     19020.8         7653.1          1.04058         1.30704         4681.21         10825.8         2.24024e-05     3.3888          
21500      0.00569171      1.30446e+08     19056.3         7555.98         1.03971         1.30759         4700.66         10863.5         2.20537e-05     3.39661         
21600      0.00565227      1.31197e+08     19091.1         7464.23         1.03889         1.30816         4719.91         10900.5         2.17241e-05     3.40525         
21700      0.00561355      1.31939e+08     19125.4         7377.34         1.03811         1.30873         4738.98         10937.1         2.14124e-05     3.41473         
21800      0.00557551      1.32672e+08     19159.1         7294.82         1.03736         1.3093          4757.87         10973.1         2.11178e-05     3.42501         
21900      0.00553814      1.33398e+08     19192.3         7216.21         1.03665         1.30989         4776.6          11008.7         2.08364e-05     3.43613         
22000      0.0055014       1.34116e+08     19225           7141.1          1.03597         1.31049         4795.19         11043.8         2.05725e-05     3.44795         
22100      0.00546529      1.34826e+08     19257.2         7069.08         1.03532         1.31109         4813.63         11078.4         2.03227e-05     3.4605          
22200      0.00542977      1.3553e+08      19289           6999.82         1.03469         1.3117          4831.94         11112.7         2.00864e-05     3.47375         
22300      0.00539482      1.36226e+08     19320.3         6933.02         1.03409         1.31232         4850.13         11146.7         1.98628e-05     3.48767         
22400      0.00536044      1.36916e+08     19351.2         6868.41         1.0335          1.31295         4868.2          11180.3         1.96514e-05     3.50226         
22500      0.0053266       1.376e+08       19381.6         6805.8          1.03293         1.31358         4886.16         11213.8         1.94515e-05     3.51749         
22600      0.00529329      1.38278e+08     19411.7         6745            1.03238         1.31422         4904            11246.9         1.92625e-05     3.53335         
22700      0.00526049      1.38949e+08     19441.3         6685.91         1.03184         1.31485         4921.74         11279.9         1.90838e-05     3.5498          
22800      0.00522819      1.39615e+08     19470.6         6628.44         1.03132         1.31548         4939.36         11312.6         1.8915e-05      3.56682         
22900      0.00519637      1.40275e+08     19499.5         6572.57         1.03081         1.31611         4956.87         11345.3         1.87557e-05     3.58437         
23000      0.00516503      1.40929e+08     19528           6518.31         1.03031         1.31673         4974.26         11377.8         1.86053e-05     3.60246         
23100      0.00513415      1.41579e+08     19556.2         6465.69         1.02982         1.31733         4991.52         11410.2         1.84636e-05     3.62106         
23200      0.00510372      1.42223e+08     19584           6414.81         1.02934         1.3179          5008.64         11442.5         1.833e-05       3.64019         
23300      0.00507372      1.42862e+08     19611.5         6365.77         1.02887         1.31846         5025.62         11474.8         1.82042e-05     3.65981         
23400      0.00504415      1.43496e+08     19638.6         6318.72         1.02841         1.31897         5042.44         11507.1         1.80859e-05     3.6799          
23500      0.005015        1.44125e+08     19665.5         6273.83         1.02796         1.31945         5059.08         11539.3         1.79747e-05     3.70043         
