T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.0048574       1.49209e+08     20257.1         6372.3          1.02671         1.31721         5139.28         11619.1         1.78792e-05     3.73167         
23700      0.00482991      1.49846e+08     20284           6352.21         1.02639         1.31711         5154.5          11651.1         1.77826e-05     3.75321         
23800      0.00480276      1.5048e+08      20310.7         6335.67         1.02608         1.31693         5169.47         11683.1         1.76916e-05     3.77519         
23900      0.00477593      1.51113e+08     20337.3         6322.89         1.02579         1.31666         5184.16         11714.9         1.7606e-05      3.79758         
24000      0.00474942      1.51745e+08     20363.7         6314.14         1.02553         1.3163          5198.56         11746.6         1.75255e-05     3.82036         
24100      0.00472322      1.52376e+08     20389.9         6309.64         1.02528         1.31583         5212.66         11778.2         1.74498e-05     3.8435          
24200      0.00469731      1.53007e+08     20416           6309.64         1.02505         1.31525         5226.45         11809.6         1.73785e-05     3.867           
24300      0.00467168      1.53638e+08     20442           6314.39         1.02484         1.31456         5239.92         11840.9         1.73114e-05     3.89085         
24400      0.00464633      1.5427e+08      20468           6324.14         1.02466         1.31376         5253.07         11872.1         1.72481e-05     3.91505         
24500      0.00462123      1.54903e+08     20493.9         6339.11         1.0245          1.31284         5265.88         11903.2         1.71884e-05     3.93958         
24600      0.00459639      1.55538e+08     20519.8         6359.54         1.02437         1.31181         5278.36         11934           1.71321e-05     3.96444         
24700      0.00457178      1.56175e+08     20545.6         6385.62         1.02426         1.31066         5290.51         11964.6         1.70789e-05     3.98963         
24800      0.00454741      1.56815e+08     20571.5         6417.58         1.02418         1.3094          5302.33         11995.1         1.70285e-05     4.01512         
24900      0.00452324      1.57459e+08     20597.4         6455.59         1.02413         1.30803         5313.83         12025.3         1.69806e-05     4.0409          
25000      0.00449929      1.58106e+08     20623.3         6499.83         1.0241          1.30656         5325.02         12055.2         1.6935e-05      4.06697         
25100      0.00447553      1.58759e+08     20649.4         6550.47         1.02411         1.30499         5335.91         12084.9         1.68914e-05     4.09332         
25200      0.00445196      1.59417e+08     20675.5         6607.64         1.02415         1.30333         5346.51         12114.3         1.68495e-05     4.11993         
25300      0.00442856      1.60081e+08     20701.8         6671.49         1.02422         1.30159         5356.85         12143.3         1.68092e-05     4.14682         
25400      0.00440533      1.60751e+08     20728.3         6742.12         1.02432         1.29978         5366.94         12171.9         1.67702e-05     4.17395         
25500      0.00438225      1.61429e+08     20754.9         6819.63         1.02446         1.2979          5376.82         12200.2         1.67321e-05     4.20133         
25600      0.00435932      1.62115e+08     20781.8         6904.1          1.02463         1.29598         5386.49         12228.1         1.66948e-05     4.22894         
25700      0.00433652      1.6281e+08      20808.9         6995.59         1.02483         1.29401         5395.99         12255.5         1.6658e-05      4.25676         
25800      0.00431384      1.63515e+08     20836.2         7094.15         1.02507         1.29201         5405.35         12282.5         1.66214e-05     4.28478         
25900      0.00429129      1.64229e+08     20863.9         7199.8          1.02534         1.28999         5414.58         12309           1.6585e-05      4.313           
26000      0.00426884      1.64955e+08     20891.8         7312.56         1.02565         1.28796         5423.73         12334.9         1.65485e-05     4.34141         
26100      0.00424648      1.65692e+08     20920.1         7432.42         1.02599         1.28594         5432.81         12360.3         1.65117e-05     4.37002         
26200      0.00422422      1.66442e+08     20948.8         7559.36         1.02637         1.28393         5441.85         12385.2         1.64743e-05     4.39883         
26300      0.00420205      1.67204e+08     20977.8         7693.35         1.02678         1.28195         5450.89         12409.4         1.64362e-05     4.42783         
26400      0.00417994      1.67981e+08     21007.3         7834.34         1.02722         1.28            5459.94         12433.1         1.63972e-05     4.45702         
26500      0.00415791      1.68771e+08     21037.2         7982.27         1.0277          1.27809         5469.03         12456.1         1.6357e-05      4.48636         
26600      0.00413593      1.69577e+08     21067.6         8137.05         1.02821         1.27622         5478.18         12478.5         1.63155e-05     4.51584         
26700      0.00411401      1.70399e+08     21098.4         8298.6          1.02875         1.27442         5487.42         12500.3         1.62726e-05     4.54545         
26800      0.00409214      1.71237e+08     21129.7         8466.82         1.02933         1.27268         5496.76         12521.4         1.6228e-05      4.57518         
26900      0.00407031      1.72093e+08     21161.6         8641.6          1.02993         1.271           5506.23         12541.7         1.61817e-05     4.60503         
27000      0.00404852      1.72966e+08     21194           8822.83         1.03057         1.2694          5515.84         12561.4         1.61335e-05     4.635           
27100      0.00402676      1.73857e+08     21226.9         9010.36         1.03124         1.26787         5525.6          12580.3         1.60833e-05     4.66508         
27200      0.00400502      1.74768e+08     21260.5         9204.08         1.03194         1.26642         5535.54         12598.4         1.60224e-05     4.69421         
27300      0.00398331      1.75698e+08     21294.6         9403.83         1.03266         1.26506         5545.66         12615.9         1.59683e-05     4.72454         
27400      0.00396161      1.76649e+08     21329.4         9609.47         1.03342         1.26377         5555.98         12632.5         1.59118e-05     4.75496         
27500      0.00393993      1.7762e+08      21364.8         9820.85         1.0342          1.26258         5566.51         12648.5         1.58528e-05     4.78546         
27600      0.00391826      1.78613e+08     21400.8         10037.8         1.035           1.26146         5577.24         12663.6         1.57913e-05     4.81603         
27700      0.0038966       1.79628e+08     21437.5         10260.2         1.03584         1.26044         5588.2          12678           1.57272e-05     4.84666         
27800      0.00387495      1.80666e+08     21474.9         10487.9         1.03669         1.2595          5599.39         12691.7         1.56604e-05     4.87738         
27900      0.0038533       1.81726e+08     21513           10720.6         1.03757         1.25864         5610.82         12704.6         1.5591e-05      4.90818         
28000      0.00383165      1.8281e+08      21551.7         10958.3         1.03847         1.25786         5622.48         12716.8         1.55189e-05     4.93908         
28100      0.00381         1.83918e+08     21591.2         11200.8         1.03938         1.25717         5634.39         12728.2         1.5444e-05      4.97006         
28200      0.00378835      1.8505e+08      21631.5         11447.8         1.04032         1.25656         5646.54         12739           1.53663e-05     5.00108         
28300      0.00376669      1.86207e+08     21672.4         11699.3         1.04128         1.25603         5658.94         12748.9         1.52859e-05     5.03212         
28400      0.00374504      1.8739e+08      21714.2         11955           1.04226         1.25557         5671.6          12758.2         1.52025e-05     5.06315         
28500      0.00372338      1.88599e+08     21756.6         12214.9         1.04325         1.25519         5684.51         12766.7         1.51163e-05     5.0942          
28600      0.00370171      1.89833e+08     21799.9         12478.6         1.04425         1.25488         5697.67         12774.5         1.50274e-05     5.12527         
28700      0.00368004      1.91094e+08     21843.9         12746           1.04528         1.25465         5711.08         12781.7         1.49356e-05     5.15637         
28800      0.00365837      1.92383e+08     21888.7         13017           1.04631         1.25448         5724.76         12788.3         1.48411e-05     5.18752         
28900      0.0036367       1.93698e+08     21934.3         13291.3         1.04736         1.25438         5738.69         12794.3         1.4744e-05      5.2187          
29000      0.00361502      1.95041e+08     21980.7         13568.8         1.04842         1.25434         5752.88         12799.7         1.46442e-05     5.2499          
29100      0.00359334      1.96412e+08     22027.9         13849.1         1.04949         1.25436         5767.32         12804.4         1.45417e-05     5.28109         
29200      0.00357167      1.97811e+08     22075.9         14132.2         1.05057         1.25445         5782.02         12808.4         1.44367e-05     5.31228         
29300      0.00354999      1.99238e+08     22124.7         14417.8         1.05165         1.25459         5796.98         12811.9         1.43292e-05     5.34347         
29400      0.00352832      2.00694e+08     22174.3         14705.6         1.05275         1.25479         5812.19         12814.9         1.42192e-05     5.37465         
29500      0.00350665      2.0218e+08      22224.7         14995.3         1.05385         1.25505         5827.67         12817.3         1.41053e-05     5.40589         
29600      0.00348499      2.03694e+08     22275.9         15286.8         1.05495         1.25535         5843.39         12819.3         1.39906e-05     5.43709         
29700      0.00346333      2.05237e+08     22328           15579.6         1.05606         1.2557          5859.38         12820.7         1.38736e-05     5.46829         
29800      0.00344169      2.0681e+08      22380.9         15873.6         1.05717         1.2561          5875.61         12821.8         1.37544e-05     5.49948         
29900      0.00342006      2.08412e+08     22434.5         16168.3         1.05829         1.25655         5892.1          12822.4         1.36333e-05     5.53066         
30000      0.00339845      2.10043e+08     22489           16463.4         1.0594          1.25703         5908.84         12822.6         1.35101e-05     5.56183         
