r(cm),U(V),Ne(m^-3)
0.135135,-9080.78,6.37E+15
0.136136,-9073.35,6.38E+15
0.137137,-9065.91,6.38E+15
0.138138,-9058.45,6.39E+15
0.139139,-9050.99,6.40E+15
0.14014,-9043.52,6.40E+15
0.141141,-9036.04,6.41E+15
0.142142,-9028.55,6.42E+15
0.143143,-9021.05,6.42E+15
0.144144,-9013.54,6.43E+15
0.145145,-9006.02,6.44E+15
0.146146,-8998.49,6.44E+15
0.147147,-8990.95,6.45E+15
0.148148,-8983.39,6.45E+15
0.149149,-8975.83,6.46E+15
0.15015,-8968.26,6.47E+15
0.151151,-8960.68,6.47E+15
0.152152,-8953.09,6.48E+15
0.153153,-8945.49,6.48E+15
0.154154,-8937.87,6.49E+15
0.155155,-8930.25,6.50E+15
0.156156,-8922.62,6.50E+15
0.157157,-8914.97,6.51E+15
0.158158,-8907.32,6.51E+15
0.159159,-8899.66,6.52E+15
0.16016,-8891.98,6.52E+15
0.161161,-8884.3,6.53E+15
0.162162,-8876.6,6.53E+15
0.163163,-8868.9,6.54E+15
0.164164,-8861.18,6.54E+15
0.165165,-8853.45,6.55E+15
0.166166,-8845.72,6.55E+15
0.167167,-8837.97,6.56E+15
0.168168,-8830.21,6.56E+15
0.169169,-8822.45,6.57E+15
0.17017,-8814.67,6.57E+15
0.171171,-8806.88,6.58E+15
0.172172,-8799.08,6.58E+15
0.173173,-8791.27,6.59E+15
0.174174,-8783.45,6.59E+15
0.175175,-8775.62,6.60E+15
0.176176,-8767.78,6.60E+15
0.177177,-8759.93,6.60E+15
0.178178,-8752.07,6.61E+15
0.179179,-8744.19,6.61E+15
0.18018,-8736.31,6.62E+15
0.181181,-8728.42,6.62E+15
0.182182,-8720.51,6.62E+15
0.183183,-8712.6,6.63E+15
0.184184,-8704.67,6.63E+15
0.185185,-8696.74,6.63E+15
0.186186,-8688.79,6.64E+15
0.187187,-8680.83,6.64E+15
0.188188,-8672.86,6.64E+15
0.189189,-8664.88,6.65E+15
0.19019,-8656.9,6.65E+15
0.191191,-8648.9,6.65E+15
0.192192,-8640.88,6.66E+15
0.193193,-8632.86,6.66E+15
0.194194,-8624.83,6.66E+15
0.195195,-8616.79,6.66E+15
0.196196,-8608.73,6.67E+15
0.197197,-8600.67,6.67E+15
0.198198,-8592.6,6.67E+15
0.199199,-8584.51,6.67E+15
0.2002,-8576.41,6.68E+15
0.201201,-8568.31,6.68E+15
0.202202,-8560.19,6.68E+15
0.203203,-8552.06,6.68E+15
0.204204,-8543.92,6.68E+15
0.205205,-8535.77,6.68E+15
0.206206,-8527.61,6.69E+15
0.207207,-8519.44,6.69E+15
0.208208,-8511.25,6.69E+15
0.209209,-8503.06,6.69E+15
0.21021,-8494.86,6.69E+15
0.211211,-8486.64,6.69E+15
0.212212,-8478.41,6.69E+15
0.213213,-8470.18,6.70E+15
0.214214,-8461.93,6.70E+15
0.215215,-8453.67,6.70E+15
0.216216,-8445.4,6.70E+15
0.217217,-8437.12,6.70E+15
0.218218,-8428.83,6.70E+15
0.219219,-8420.53,6.70E+15
0.22022,-8412.22,6.70E+15
0.221221,-8403.89,6.70E+15
0.222222,-8395.56,6.70E+15
0.223223,-8387.21,6.70E+15
0.224224,-8378.86,6.70E+15
0.225225,-8370.49,6.70E+15
0.226226,-8362.11,6.70E+15
0.227227,-8353.72,6.70E+15
0.228228,-8345.32,6.70E+15
0.229229,-8336.91,6.70E+15
0.23023,-8328.49,6.70E+15
0.231231,-8320.05,6.70E+15
0.232232,-8311.61,6.70E+15
0.233233,-8303.16,6.69E+15
0.234234,-8294.69,6.69E+15
0.235235,-8286.21,6.69E+15
0.236236,-8277.73,6.69E+15
0.237237,-8269.23,6.69E+15
0.238238,-8260.72,6.69E+15
0.239239,-8252.2,6.69E+15
0.24024,-8243.67,6.69E+15
0.241241,-8235.13,6.68E+15
0.242242,-8226.57,6.68E+15
0.243243,-8218.01,6.68E+15
0.244244,-8209.43,6.68E+15
0.245245,-8200.85,6.68E+15
0.246246,-8192.25,6.67E+15
0.247247,-8183.64,6.67E+15
0.248248,-8175.02,6.67E+15
0.249249,-8166.39,6.67E+15
0.25025,-8157.75,6.66E+15
0.251251,-8149.1,6.66E+15
0.252252,-8140.44,6.66E+15
0.253253,-8131.77,6.65E+15
0.254254,-8123.08,6.65E+15
0.255255,-8114.39,6.65E+15
0.256256,-8105.68,6.64E+15
0.257257,-8096.96,6.64E+15
0.258258,-8088.23,6.64E+15
0.259259,-8079.5,6.63E+15
0.26026,-8070.75,6.63E+15
0.261261,-8061.98,6.63E+15
0.262262,-8053.21,6.62E+15
0.263263,-8044.43,6.62E+15
0.264264,-8035.64,6.61E+15
0.265265,-8026.83,6.61E+15
0.266266,-8018.02,6.60E+15
0.267267,-8009.19,6.60E+15
0.268268,-8000.35,6.60E+15
0.269269,-7991.5,6.59E+15
0.27027,-7982.64,6.59E+15
0.271271,-7973.77,6.58E+15
0.272272,-7964.89,6.58E+15
0.273273,-7956,6.57E+15
0.274274,-7947.1,6.57E+15
0.275275,-7938.19,6.56E+15
0.276276,-7929.26,6.55E+15
0.277277,-7920.33,6.55E+15
0.278278,-7911.38,6.54E+15
0.279279,-7902.42,6.54E+15
0.28028,-7893.46,6.53E+15
0.281281,-7884.48,6.52E+15
0.282282,-7875.49,6.52E+15
0.283283,-7866.49,6.51E+15
0.284284,-7857.48,6.51E+15
0.285285,-7848.45,6.50E+15
0.286286,-7839.42,6.49E+15
0.287287,-7830.38,6.49E+15
0.288288,-7821.32,6.48E+15
0.289289,-7812.26,6.47E+15
0.29029,-7803.18,6.46E+15
0.291291,-7794.1,6.46E+15
0.292292,-7785,6.45E+15
0.293293,-7775.89,6.44E+15
0.294294,-7766.77,6.43E+15
0.295295,-7757.64,6.43E+15
0.296296,-7748.5,6.42E+15
0.297297,-7739.35,6.41E+15
0.298298,-7730.19,6.40E+15
0.299299,-7721.02,6.40E+15
0.3003,-7711.84,6.39E+15
0.301301,-7702.64,6.38E+15
0.302302,-7693.44,6.37E+15
0.303303,-7684.22,6.36E+15
0.304304,-7675,6.35E+15
0.305305,-7665.76,6.34E+15
0.306306,-7656.52,6.33E+15
0.307307,-7647.26,6.33E+15
0.308308,-7637.99,6.32E+15
0.309309,-7628.71,6.31E+15
0.31031,-7619.43,6.30E+15
0.311311,-7610.13,6.29E+15
0.312312,-7600.82,6.28E+15
0.313313,-7591.5,6.27E+15
0.314314,-7582.17,6.26E+15
0.315315,-7572.82,6.25E+15
0.316316,-7563.47,6.24E+15
0.317317,-7554.11,6.23E+15
0.318318,-7544.74,6.22E+15
0.319319,-7535.35,6.21E+15
0.32032,-7525.96,6.20E+15
0.321321,-7516.56,6.19E+15
0.322322,-7507.14,6.18E+15
0.323323,-7497.72,6.17E+15
0.324324,-7488.28,6.16E+15
0.325325,-7478.84,6.14E+15
0.326326,-7469.38,6.13E+15
0.327327,-7459.92,6.12E+15
0.328328,-7450.44,6.11E+15
0.329329,-7440.95,6.10E+15
0.33033,-7431.46,6.09E+15
0.331331,-7421.95,6.08E+15
0.332332,-7412.43,6.06E+15
0.333333,-7402.91,6.05E+15
0.334334,-7393.37,6.04E+15
0.335335,-7383.82,6.03E+15
0.336336,-7374.26,6.02E+15
0.337337,-7364.69,6.00E+15
0.338338,-7355.12,5.99E+15
0.339339,-7345.53,5.98E+15
0.34034,-7335.93,5.97E+15
0.341341,-7326.32,5.95E+15
0.342342,-7316.7,5.94E+15
0.343343,-7307.08,5.93E+15
0.344344,-7297.44,5.91E+15
0.345345,-7287.79,5.90E+15
0.346346,-7278.13,5.89E+15
0.347347,-7268.46,5.87E+15
0.348348,-7258.79,5.86E+15
0.349349,-7249.1,5.85E+15
0.35035,-7239.4,5.83E+15
0.351351,-7229.69,5.82E+15
0.352352,-7219.97,5.81E+15
0.353353,-7210.25,5.79E+15
0.354354,-7200.51,5.78E+15
0.355355,-7190.76,5.76E+15
0.356356,-7181.01,5.75E+15
0.357357,-7171.24,5.74E+15
0.358358,-7161.46,5.72E+15
0.359359,-7151.68,5.71E+15
0.36036,-7141.88,5.69E+15
0.361361,-7132.08,5.68E+15
0.362362,-7122.26,5.66E+15
0.363363,-7112.44,5.65E+15
0.364364,-7102.61,5.63E+15
0.365365,-7092.76,5.62E+15
0.366366,-7082.91,5.60E+15
0.367367,-7073.05,5.59E+15
0.368368,-7063.18,5.57E+15
0.369369,-7053.3,5.56E+15
0.37037,-7043.41,5.54E+15
0.371371,-7033.51,5.53E+15
0.372372,-7023.6,5.51E+15
0.373373,-7013.68,5.50E+15
0.374374,-7003.75,5.48E+15
0.375375,-6993.81,5.46E+15
0.376376,-6983.87,5.45E+15
0.377377,-6973.91,5.43E+15
0.378378,-6963.95,5.42E+15
0.379379,-6953.97,5.40E+15
0.38038,-6943.99,5.38E+15
0.381381,-6934,5.37E+15
0.382382,-6924,5.35E+15
0.383383,-6913.98,5.33E+15
0.384384,-6903.96,5.32E+15
0.385385,-6893.94,5.30E+15
0.386386,-6883.9,5.28E+15
0.387387,-6873.85,5.27E+15
0.388388,-6863.8,5.25E+15
0.389389,-6853.73,5.23E+15
0.39039,-6843.66,5.22E+15
0.391391,-6833.58,5.20E+15
0.392392,-6823.48,5.18E+15
0.393393,-6813.38,5.17E+15
0.394394,-6803.28,5.15E+15
0.395395,-6793.16,5.13E+15
0.396396,-6783.03,5.11E+15
0.397397,-6772.9,5.10E+15
0.398398,-6762.75,5.08E+15
0.399399,-6752.6,5.06E+15
0.4004,-6742.44,5.04E+15
0.401401,-6732.27,5.03E+15
0.402402,-6722.09,5.01E+15
0.403403,-6711.91,4.99E+15
0.404404,-6701.71,4.97E+15
0.405405,-6691.51,4.96E+15
0.406406,-6681.3,4.94E+15
0.407407,-6671.08,4.92E+15
0.408408,-6660.85,4.90E+15
0.409409,-6650.61,4.88E+15
0.41041,-6640.36,4.87E+15
0.411411,-6630.11,4.85E+15
0.412412,-6619.85,4.83E+15
0.413413,-6609.58,4.81E+15
0.414414,-6599.3,4.79E+15
0.415415,-6589.01,4.77E+15
0.416416,-6578.72,4.76E+15
0.417417,-6568.42,4.74E+15
0.418418,-6558.1,4.72E+15
0.419419,-6547.79,4.70E+15
0.42042,-6537.46,4.68E+15
0.421421,-6527.12,4.66E+15
0.422422,-6516.78,4.64E+15
0.423423,-6506.43,4.63E+15
0.424424,-6496.07,4.61E+15
0.425425,-6485.7,4.59E+15
0.426426,-6475.33,4.57E+15
0.427427,-6464.95,4.55E+15
0.428428,-6454.56,4.53E+15
0.429429,-6444.16,4.51E+15
0.43043,-6433.75,4.49E+15
0.431431,-6423.34,4.47E+15
0.432432,-6412.92,4.46E+15
0.433433,-6402.49,4.44E+15
0.434434,-6392.05,4.42E+15
0.435435,-6381.61,4.40E+15
0.436436,-6371.16,4.38E+15
0.437437,-6360.7,4.36E+15
0.438438,-6350.23,4.34E+15
0.439439,-6339.76,4.32E+15
0.44044,-6329.28,4.30E+15
0.441441,-6318.79,4.28E+15
0.442442,-6308.29,4.26E+15
0.443443,-6297.79,4.24E+15
0.444444,-6287.28,4.23E+15
0.445445,-6276.76,4.21E+15
0.446446,-6266.24,4.19E+15
0.447447,-6255.71,4.17E+15
0.448448,-6245.17,4.15E+15
0.449449,-6234.62,4.13E+15
0.45045,-6224.07,4.11E+15
0.451451,-6213.51,4.09E+15
0.452452,-6202.94,4.07E+15
0.453453,-6192.37,4.05E+15
0.454454,-6181.79,4.03E+15
0.455455,-6171.2,4.01E+15
0.456456,-6160.6,3.99E+15
0.457457,-6150,3.97E+15
0.458458,-6139.39,3.95E+15
0.459459,-6128.78,3.93E+15
0.46046,-6118.15,3.92E+15
0.461461,-6107.53,3.90E+15
0.462462,-6096.89,3.88E+15
0.463463,-6086.25,3.86E+15
0.464464,-6075.6,3.84E+15
0.465465,-6064.94,3.82E+15
0.466466,-6054.28,3.80E+15
0.467467,-6043.61,3.78E+15
0.468468,-6032.94,3.76E+15
0.469469,-6022.26,3.74E+15
0.47047,-6011.57,3.72E+15
0.471471,-6000.87,3.70E+15
0.472472,-5990.17,3.68E+15
0.473473,-5979.47,3.66E+15
0.474474,-5968.75,3.64E+15
0.475475,-5958.03,3.62E+15
0.476476,-5947.31,3.60E+15
0.477477,-5936.58,3.59E+15
0.478478,-5925.84,3.57E+15
0.479479,-5915.09,3.55E+15
0.48048,-5904.34,3.53E+15
0.481481,-5893.59,3.51E+15
0.482482,-5882.82,3.49E+15
0.483483,-5872.06,3.47E+15
0.484484,-5861.28,3.45E+15
0.485485,-5850.5,3.43E+15
0.486486,-5839.71,3.41E+15
0.487487,-5828.92,3.39E+15
0.488488,-5818.12,3.37E+15
0.489489,-5807.32,3.36E+15
0.49049,-5796.51,3.34E+15
0.491491,-5785.7,3.32E+15
0.492492,-5774.88,3.30E+15
0.493493,-5764.05,3.28E+15
0.494494,-5753.22,3.26E+15
0.495495,-5742.38,3.24E+15
0.496496,-5731.53,3.22E+15
0.497497,-5720.69,3.20E+15
0.498498,-5709.83,3.18E+15
0.499499,-5698.97,3.17E+15
0.500501,-5688.11,3.15E+15
0.501502,-5677.23,3.13E+15
0.502503,-5666.36,3.11E+15
0.503504,-5655.48,3.09E+15
0.504505,-5644.59,3.07E+15
0.505506,-5633.7,3.05E+15
0.506507,-5622.8,3.04E+15
0.507508,-5611.9,3.02E+15
0.508509,-5600.99,3.00E+15
0.50951,-5590.08,2.98E+15
0.510511,-5579.16,2.96E+15
0.511512,-5568.23,2.94E+15
0.512513,-5557.31,2.93E+15
0.513514,-5546.37,2.91E+15
0.514515,-5535.43,2.89E+15
0.515516,-5524.49,2.87E+15
0.516517,-5513.54,2.85E+15
0.517518,-5502.59,2.83E+15
0.518519,-5491.63,2.82E+15
0.51952,-5480.67,2.80E+15
0.520521,-5469.7,2.78E+15
0.521522,-5458.73,2.76E+15
0.522523,-5447.75,2.74E+15
0.523524,-5436.77,2.73E+15
0.524525,-5425.78,2.71E+15
0.525526,-5414.79,2.69E+15
0.526527,-5403.79,2.67E+15
0.527528,-5392.79,2.66E+15
0.528529,-5381.79,2.64E+15
0.52953,-5370.78,2.62E+15
0.530531,-5359.76,2.60E+15
0.531532,-5348.74,2.59E+15
0.532533,-5337.72,2.57E+15
0.533534,-5326.69,2.55E+15
0.534535,-5315.66,2.54E+15
0.535536,-5304.62,2.52E+15
0.536537,-5293.58,2.50E+15
0.537538,-5282.54,2.48E+15
0.538539,-5271.49,2.47E+15
0.53954,-5260.43,2.45E+15
0.540541,-5249.38,2.43E+15
0.541542,-5238.31,2.42E+15
0.542543,-5227.25,2.40E+15
0.543544,-5216.18,2.38E+15
0.544545,-5205.1,2.37E+15
0.545546,-5194.02,2.35E+15
0.546547,-5182.94,2.33E+15
0.547548,-5171.85,2.32E+15
0.548549,-5160.76,2.30E+15
0.54955,-5149.67,2.28E+15
0.550551,-5138.57,2.27E+15
0.551552,-5127.47,2.25E+15
0.552553,-5116.36,2.24E+15
0.553554,-5105.25,2.22E+15
0.554555,-5094.13,2.20E+15
0.555556,-5083.02,2.19E+15
0.556557,-5071.89,2.17E+15
0.557558,-5060.77,2.16E+15
0.558559,-5049.64,2.14E+15
0.55956,-5038.51,2.13E+15
0.560561,-5027.37,2.11E+15
0.561562,-5016.23,2.09E+15
0.562563,-5005.09,2.08E+15
0.563564,-4993.94,2.06E+15
0.564565,-4982.79,2.05E+15
0.565566,-4971.63,2.03E+15
0.566567,-4960.47,2.02E+15
0.567568,-4949.31,2.00E+15
0.568569,-4938.15,1.99E+15
0.56957,-4926.98,1.97E+15
0.570571,-4915.81,1.96E+15
0.571572,-4904.63,1.94E+15
0.572573,-4893.45,1.93E+15
0.573574,-4882.27,1.91E+15
0.574575,-4871.08,1.90E+15
0.575576,-4859.9,1.88E+15
0.576577,-4848.7,1.87E+15
0.577578,-4837.51,1.86E+15
0.578579,-4826.31,1.84E+15
0.57958,-4815.11,1.83E+15
0.580581,-4803.9,1.81E+15
0.581582,-4792.7,1.80E+15
0.582583,-4781.49,1.78E+15
0.583584,-4770.27,1.77E+15
0.584585,-4759.05,1.76E+15
0.585586,-4747.83,1.74E+15
0.586587,-4736.61,1.73E+15
0.587588,-4725.38,1.72E+15
0.588589,-4714.16,1.70E+15
0.58959,-4702.92,1.69E+15
0.590591,-4691.69,1.68E+15
0.591592,-4680.45,1.66E+15
0.592593,-4669.21,1.65E+15
0.593594,-4657.97,1.64E+15
0.594595,-4646.72,1.62E+15
0.595596,-4635.47,1.61E+15
0.596597,-4624.22,1.60E+15
0.597598,-4612.96,1.58E+15
0.598599,-4601.71,1.57E+15
0.5996,-4590.44,1.56E+15
0.600601,-4579.18,1.54E+15
0.601602,-4567.92,1.53E+15
0.602603,-4556.65,1.52E+15
0.603604,-4545.38,1.51E+15
0.604605,-4534.1,1.49E+15
0.605606,-4522.83,1.48E+15
0.606607,-4511.55,1.47E+15
0.607608,-4500.27,1.46E+15
0.608609,-4488.98,1.45E+15
0.60961,-4477.7,1.43E+15
0.610611,-4466.41,1.42E+15
0.611612,-4455.12,1.41E+15
0.612613,-4443.82,1.40E+15
0.613614,-4432.53,1.39E+15
0.614615,-4421.23,1.37E+15
0.615616,-4409.93,1.36E+15
0.616617,-4398.62,1.35E+15
0.617618,-4387.32,1.34E+15
0.618619,-4376.01,1.33E+15
0.61962,-4364.7,1.32E+15
0.620621,-4353.39,1.31E+15
0.621622,-4342.07,1.29E+15
0.622623,-4330.76,1.28E+15
0.623624,-4319.44,1.27E+15
0.624625,-4308.12,1.26E+15
0.625626,-4296.79,1.25E+15
0.626627,-4285.47,1.24E+15
0.627628,-4274.14,1.23E+15
0.628629,-4262.81,1.22E+15
0.62963,-4251.48,1.21E+15
0.630631,-4240.14,1.20E+15
0.631632,-4228.81,1.19E+15
0.632633,-4217.47,1.18E+15
0.633634,-4206.13,1.16E+15
0.634635,-4194.78,1.15E+15
0.635636,-4183.44,1.14E+15
0.636637,-4172.09,1.13E+15
0.637638,-4160.74,1.12E+15
0.638639,-4149.39,1.11E+15
0.63964,-4138.04,1.10E+15
0.640641,-4126.69,1.09E+15
0.641642,-4115.33,1.08E+15
0.642643,-4103.97,1.07E+15
0.643644,-4092.61,1.06E+15
0.644645,-4081.25,1.06E+15
0.645646,-4069.89,1.05E+15
0.646647,-4058.52,1.04E+15
0.647648,-4047.16,1.03E+15
0.648649,-4035.79,1.02E+15
0.64965,-4024.42,1.01E+15
0.650651,-4013.04,9.99E+14
0.651652,-4001.67,9.90E+14
0.652653,-3990.29,9.81E+14
0.653654,-3978.92,9.72E+14
0.654655,-3967.54,9.63E+14
0.655656,-3956.16,9.54E+14
0.656657,-3944.77,9.45E+14
0.657658,-3933.39,9.36E+14
0.658659,-3922,9.28E+14
0.65966,-3910.62,9.19E+14
0.660661,-3899.23,9.10E+14
0.661662,-3887.84,9.02E+14
0.662663,-3876.45,8.93E+14
0.663664,-3865.05,8.85E+14
0.664665,-3853.66,8.77E+14
0.665666,-3842.26,8.69E+14
0.666667,-3830.86,8.60E+14
0.667668,-3819.46,8.52E+14
0.668669,-3808.06,8.44E+14
0.66967,-3796.66,8.36E+14
0.670671,-3785.25,8.28E+14
0.671672,-3773.85,8.20E+14
0.672673,-3762.44,8.13E+14
0.673674,-3751.03,8.05E+14
0.674675,-3739.62,7.97E+14
0.675676,-3728.21,7.90E+14
0.676677,-3716.8,7.82E+14
0.677678,-3705.38,7.74E+14
0.678679,-3693.97,7.67E+14
0.67968,-3682.55,7.60E+14
0.680681,-3671.13,7.52E+14
0.681682,-3659.72,7.45E+14
0.682683,-3648.29,7.38E+14
0.683684,-3636.87,7.31E+14
0.684685,-3625.45,7.24E+14
0.685686,-3614.03,7.17E+14
0.686687,-3602.6,7.10E+14
0.687688,-3591.17,7.03E+14
0.688689,-3579.74,6.96E+14
0.68969,-3568.32,6.89E+14
0.690691,-3556.88,6.82E+14
0.691692,-3545.45,6.76E+14
0.692693,-3534.02,6.69E+14
0.693694,-3522.59,6.62E+14
0.694695,-3511.15,6.56E+14
0.695696,-3499.72,6.49E+14
0.696697,-3488.28,6.43E+14
0.697698,-3476.84,6.36E+14
0.698699,-3465.4,6.30E+14
0.6997,-3453.96,6.24E+14
0.700701,-3442.52,6.18E+14
0.701702,-3431.07,6.12E+14
0.702703,-3419.63,6.05E+14
0.703704,-3408.19,5.99E+14
0.704705,-3396.74,5.93E+14
0.705706,-3385.29,5.87E+14
0.706707,-3373.84,5.82E+14
0.707708,-3362.4,5.76E+14
0.708709,-3350.94,5.70E+14
0.70971,-3339.49,5.64E+14
0.710711,-3328.04,5.58E+14
0.711712,-3316.59,5.53E+14
0.712713,-3305.13,5.47E+14
0.713714,-3293.68,5.42E+14
0.714715,-3282.22,5.36E+14
0.715716,-3270.77,5.31E+14
0.716717,-3259.31,5.25E+14
0.717718,-3247.85,5.20E+14
0.718719,-3236.39,5.15E+14
0.71972,-3224.93,5.09E+14
0.720721,-3213.47,5.04E+14
0.721722,-3202.01,4.99E+14
0.722723,-3190.54,4.94E+14
0.723724,-3179.08,4.89E+14
0.724725,-3167.62,4.84E+14
0.725726,-3156.15,4.79E+14
0.726727,-3144.68,4.74E+14
0.727728,-3133.22,4.69E+14
0.728729,-3121.75,4.64E+14
0.72973,-3110.28,4.59E+14
0.730731,-3098.81,4.55E+14
0.731732,-3087.34,4.50E+14
0.732733,-3075.87,4.45E+14
0.733734,-3064.4,4.41E+14
0.734735,-3052.92,4.36E+14
0.735736,-3041.45,4.31E+14
0.736737,-3029.98,4.27E+14
0.737738,-3018.5,4.23E+14
0.738739,-3007.02,4.18E+14
0.73974,-2995.55,4.14E+14
0.740741,-2984.07,4.09E+14
0.741742,-2972.59,4.05E+14
0.742743,-2961.11,4.01E+14
0.743744,-2949.63,3.97E+14
0.744745,-2938.15,3.92E+14
0.745746,-2926.67,3.88E+14
0.746747,-2915.19,3.84E+14
0.747748,-2903.71,3.80E+14
0.748749,-2892.23,3.76E+14
0.74975,-2880.74,3.72E+14
0.750751,-2869.26,3.68E+14
0.751752,-2857.78,3.64E+14
0.752753,-2846.29,3.61E+14
0.753754,-2834.8,3.57E+14
0.754755,-2823.32,3.53E+14
0.755756,-2811.83,3.49E+14
0.756757,-2800.34,3.45E+14
0.757758,-2788.85,3.42E+14
0.758759,-2777.37,3.38E+14
0.75976,-2765.88,3.35E+14
0.760761,-2754.39,3.31E+14
0.761762,-2742.9,3.27E+14
0.762763,-2731.4,3.24E+14
0.763764,-2719.91,3.20E+14
0.764765,-2708.42,3.17E+14
0.765766,-2696.93,3.14E+14
0.766767,-2685.43,3.10E+14
0.767768,-2673.94,3.07E+14
0.768769,-2662.45,3.04E+14
0.76977,-2650.95,3.00E+14
0.770771,-2639.45,2.97E+14
0.771772,-2627.96,2.94E+14
0.772773,-2616.46,2.91E+14
